CATEGORIES,DD_PAGE_TITLE,DEFINITION,DEF_PAGE_TITLE,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEFINITION,TERM
"['Definitions/Conjugate Points', 'Definitions/Polars of Points']",Definition:Conjugate,"Let $mathcal C$ be a circle.

Let $P$ and $Q$ be points in the plane of $mathcal C$.

Let:
:$P$ lie on the polar of $Q$
:$Q$ lie on the polar of $P$.


$P$ and $Q$ are known as conjugate points with respect to $mathcal C$.
",Definition:Conjugate Points (Geometry),,FALSE,"Let 𝒞 be a circle.

Let P and Q be points in the plane of 𝒞.

Let:
:P lie on the polar of Q
:Q lie on the polar of P.


P and Q are known as conjugate points with respect to 𝒞.
",Conjugate
"['Definitions/Conjugate Lines', 'Definitions/Polars of Points', 'Definitions/Conic Sections']",Definition:Conjugate,"Let $mathcal C$ be a circle.

Let $mathcal P$ and $mathcal Q$ be the straight lines in the plane of $mathcal C$.


Let $P$ and $Q$ be the poles of $mathcal P$ and $mathcal Q$ with respect to $mathcal C$ respectively.

Let $P$ and $Q$ be such that $P$ lies on $mathcal Q$ and $Q$ lies on $mathcal P$.

Then $mathcal P$ and $mathcal Q$ are known as conjugate lines with respect to $mathcal C$.",Definition:Conjugate Lines,,FALSE,"Let 𝒞 be a circle.

Let 𝒫 and 𝒬 be the straight lines in the plane of 𝒞.


Let P and Q be the poles of 𝒫 and 𝒬 with respect to 𝒞 respectively.

Let P and Q be such that P lies on 𝒬 and Q lies on 𝒫.

Then 𝒫 and 𝒬 are known as conjugate lines with respect to 𝒞.",Conjugate
"['Definitions/Conjugate Diameters', 'Definitions/Conic Sections']",Definition:Conjugate,"Let $K$ be a conic section.

Let $D_1$ and $D_2$ be diameters of $K$ such that:
:$D_1$ belongs to the system of parallel chords whose midpoints define $D_2$
and:
:$D_2$ belongs to the system of parallel chords whose midpoints define $D_1$.

Then $D_1$ and $D_2$ are known as conjugate diameters.",Definition:Conjugate Diameters,,FALSE,"Let K be a conic section.

Let D_1 and D_2 be diameters of K such that:
:D_1 belongs to the system of parallel chords whose midpoints define D_2
and:
:D_2 belongs to the system of parallel chords whose midpoints define D_1.

Then D_1 and D_2 are known as conjugate diameters.",Conjugate
['Definitions/Conjugations on Algebras'],Definition:Conjugate,"Let $A = left( A_F, oplus right)$ be an algebra over a field $F$.

Let $C: A_F to A_F$ be a conjugation on $A$.

Let $a in A$.


Then $C left(   right)a$ is called the conjugate of $a$.",Definition:Conjugation on Algebra/Conjugate,,FALSE,"Let A = ( A_F, ⊕) be an algebra over a field F.

Let C: A_F → A_F be a conjugation on A.

Let a ∈ A.


Then C (   )a is called the conjugate of a.",Conjugate
['Definitions/Quadratic Irrationals'],Definition:Conjugate,"Let $alpha = r + s sqrt n$ be a quadratic irrational.


Then its conjugate is defined as:
:$tilde alpha = r - s sqrt n$


Thus $alpha$ and $tilde alpha$ are known as conjugate quadratic irrationals.


Notation may vary.",Definition:Conjugate of Quadratic Irrational,,FALSE,"Let α = r + s √(n) be a quadratic irrational.


Then its conjugate is defined as:
:α̃= r - s √(n)


Thus α and α̃ are known as conjugate quadratic irrationals.


Notation may vary.",Conjugate
"['Definitions/Complex Conjugates', 'Definitions/Complex Numbers', 'Definitions/Complex Analysis']",Definition:Conjugate,"Let $z = a + i b$ be a complex number.


Then the (complex) conjugate of $z$ is denoted $overline z$ and is defined as:

:$overline z := a - i b$


That is, you get the complex conjugate of a complex number by negating its imaginary part.


=== Complex Conjugation ===
",Definition:Complex Conjugate,,FALSE,"Let z = a + i b be a complex number.


Then the (complex) conjugate of z is denoted z and is defined as:

:z := a - i b


That is, you get the complex conjugate of a complex number by negating its imaginary part.


=== Complex Conjugation ===
",Conjugate
"['Definitions/Connected Relations', 'Definitions/Relation Theory']",Definition:Connected,"Let $mathcal R subseteq S times S$ be a relation on a set $S$.


Then $mathcal R$ is connected :
:$forall a, b in S: a ne b implies left( a, b right) in mathcal R lor left( b, a right) in mathcal R$


That is,  every pair of distinct elements is comparable.",Definition:Connected Relation,,FALSE,"Let ℛ⊆ S × S be a relation on a set S.


Then ℛ is connected :
:∀ a, b ∈ S: a  b ( a, b ) ∈ℛ( b, a ) ∈ℛ


That is,  every pair of distinct elements is comparable.",Connected
['Definitions/Topology'],Definition:Connected,"The connected sum of two manifolds $A^n, B^n$ of dimension $n$ is defined as follows:

Let $Bbb D^n$ be a closed n-disk.

Let $alpha: Bbb D^n to A^n$ be a continuous (or, in the case of smooth manifolds, a smooth) injection.

Let $beta: Bbb D^n to B^n$ be a similar function.  


Define the set:
:$S = left( A^n setminus alpha left(   right){left( Bbb D^n right)^circ}  right) cup left( B^n setminus beta left(   right){left( Bbb D^n right)^circ}  right)$
where:
:$setminus$ denotes set difference
:$left( Bbb D^n right)^circ$ denotes the interior of $Bbb  D^n$.


Define an equivalence relation $sim$ on $S$ as:
:$x sim y iff left( left( x = y right) lor left( alpha^{-1}  left(   right)x = beta^{-1}  left(   right)y right)  right)$


Since the interiors of the disks were removed from the manifolds, it necessarily follows that:
:$alpha^{-1}  left(   right)x, beta^{-1}  left(   right)y in partial Bbb D^n$


The connected sum $A^n # B^n$ is defined as the quotient space of $S$ under $sim$.

Category:Definitions/Topology",Definition:Connected Sum,,FALSE,"The connected sum of two manifolds A^n, B^n of dimension n is defined as follows:

Let D^n be a closed n-disk.

Let α:  D^n → A^n be a continuous (or, in the case of smooth manifolds, a smooth) injection.

Let β:  D^n → B^n be a similar function.  


Define the set:
:S = ( A^n ∖α(   )(  D^n )^∘) ∪( B^n ∖β(   )(  D^n )^∘)
where:
:∖ denotes set difference
:(  D^n )^∘ denotes the interior of D^n.


Define an equivalence relation ∼ on S as:
:x ∼ y ( ( x = y ) ( α^-1(   )x = β^-1(   )y )  )


Since the interiors of the disks were removed from the manifolds, it necessarily follows that:
:α^-1(   )x, β^-1(   )y ∈∂ D^n


The connected sum A^n # B^n is defined as the quotient space of S under ∼.

Category:Definitions/Topology",Connected
['Definitions/Connectedness (Graph Theory)'],Definition:Connected,"Let $G$ be a graph.

Two vertices $u, v in G$ are connected  either:

:$(1): quad u = v$
:$(2): quad u ne v$, and there exists a walk between them.
Let $G = left( V, E right)$ be a graph.

Then $G$ is disconnected  it is not connected.

That is,  there exists (at least) two vertices $u, v in V$ such that $u$ and $v$ are not connected.
",Definition:Connected (Graph Theory)/Graph,,FALSE,"Let G be a graph.

Two vertices u, v ∈ G are connected  either:

:(1):    u = v
:(2):    u  v, and there exists a walk between them.
Let G = ( V, E ) be a graph.

Then G is disconnected  it is not connected.

That is,  there exists (at least) two vertices u, v ∈ V such that u and v are not connected.
",Connected
"['Definitions/Connectedness (Graph Theory)', 'Definitions/Vertices of Graphs']",Definition:Connected,"Let $G$ be a graph.

Two vertices $u, v in G$ are connected  either:

:$(1): quad u = v$
:$(2): quad u ne v$, and there exists a walk between them.",Definition:Connected (Graph Theory)/Vertices,,FALSE,"Let G be a graph.

Two vertices u, v ∈ G are connected  either:

:(1):    u = v
:(2):    u  v, and there exists a walk between them.",Connected
"['Definitions/Provable Consequences', 'Definitions/Logical Implication', 'Definitions/Proof Systems']",Definition:Consequence,"Let $mathscr P$ be a proof system for a formal language $mathcal L$.

Let $mathcal F$ be a collection of WFFs of $mathcal L$.


Denote with $mathscr P left(   right)mathcal F$ the proof system obtained from $mathscr P$ by adding all the WFFs from $mathcal F$ as axioms.

Let $phi$ be a theorem of $mathscr P left(   right)mathcal F$.


Then $phi$ is called a provable consequence of $mathcal F$, and this is denoted as:

:$mathcal F vdash_{mathscr P} phi$


Note in particular that for $mathcal F = varnothing$, this notation agrees with the notation for a $mathscr P$-theorem:

:$vdash_{mathscr P} phi$",Definition:Provable Consequence,,FALSE,"Let 𝒫 be a proof system for a formal language ℒ.

Let ℱ be a collection of WFFs of ℒ.


Denote with 𝒫(   )ℱ the proof system obtained from 𝒫 by adding all the WFFs from ℱ as axioms.

Let ϕ be a theorem of 𝒫(   )ℱ.


Then ϕ is called a provable consequence of ℱ, and this is denoted as:

:ℱ⊢_𝒫ϕ


Note in particular that for ℱ = ∅, this notation agrees with the notation for a 𝒫-theorem:

:⊢_𝒫ϕ",Consequence
"['Definitions/Semantic Consequences', 'Definitions/Formal Semantics', 'Definitions/Logical Implication']",Definition:Consequence,"Let $mathscr M$ be a formal semantics for a formal language $mathcal L$.

Let $mathcal F$ be a collection of WFFs of $mathcal L$.


Let $mathscr M left(   right)mathcal F$ be the formal semantics obtained from $mathscr M$ by retaining only the structures of $mathscr M$ that are models of $mathcal F$.

Let $phi$ be a tautology for $mathscr M left(   right)mathcal F$.


Then $phi$ is called a semantic consequence of $mathcal F$, and this is denoted as:

:$mathcal F models_{mathscr M} phi$


That is to say, $phi$ is a semantic consequence of $mathcal F$ , for each $mathscr M$-structure $mathcal M$:

:$mathcal M models_{mathscr M} mathcal F$ implies $mathcal M models_{mathscr M} phi$

where $models_{mathscr M}$ is the models relation.


Note in particular that for $mathcal F = varnothing$, the notation agrees with the notation for a $mathscr M$-tautology:

:$models_{mathscr M} phi$


The concept naturally generalises to sets of formulas $mathcal G$ on the :

:$mathcal F models_{mathscr M} mathcal G$

 $mathcal F models_{mathscr M} phi$ for every $phi in mathcal G$.





",Definition:Semantic Consequence,,FALSE,"Let ℳ be a formal semantics for a formal language ℒ.

Let ℱ be a collection of WFFs of ℒ.


Let ℳ(   )ℱ be the formal semantics obtained from ℳ by retaining only the structures of ℳ that are models of ℱ.

Let ϕ be a tautology for ℳ(   )ℱ.


Then ϕ is called a semantic consequence of ℱ, and this is denoted as:

:ℱ_ℳϕ


That is to say, ϕ is a semantic consequence of ℱ , for each ℳ-structure ℳ:

:ℳ_ℳℱ implies ℳ_ℳϕ

where _ℳ is the models relation.


Note in particular that for ℱ = ∅, the notation agrees with the notation for a ℳ-tautology:

:_ℳϕ


The concept naturally generalises to sets of formulas 𝒢 on the :

:ℱ_ℳ𝒢

 ℱ_ℳϕ for every ϕ∈𝒢.





",Consequence
['Definitions/Game Theory'],Definition:Consequence,"A consequence is a state in a game which results from a move made by a player in that game made according to the rules.
",Definition:Consequence (Game Theory),state,TRUE,"A consequence is a state in a game which results from a move made by a player in that game made according to the rules.
",Consequence
['Definitions/Game Theory'],Definition:Consequence,"A consequence is a state in a game which results from a move made by a player in that game made according to the rules.
Let $G$ be a game.

Let $P$ be a player of $G$.

Let $A$ be the set of moves available to $P$.

Let $C$ be the set of consequences of those moves.


A consequence function for $P$ is a mapping from the set $A$ to the set $C$:
:$g: A to C$
",Definition:Consequence Function,state,TRUE,"A consequence is a state in a game which results from a move made by a player in that game made according to the rules.
Let G be a game.

Let P be a player of G.

Let A be the set of moves available to P.

Let C be the set of consequences of those moves.


A consequence function for P is a mapping from the set A to the set C:
:g: A → C
",Consequence
"['Definitions/Consistent Simultaneous Equations', 'Definitions/Simultaneous Equations']",Definition:Consistent,"A system of simultaneous equations is referred to as consistent  it has at least one solution.

That is,  there exists a set of values for its variables such that all the equations are satisfied.


=== Inconsistent ===

A set of equations is described as inconsistent  they are not consistent

That is, there exists no set of values for its variables such that all the equations are satisfied.
",Definition:Consistent Simultaneous Equations,,FALSE,"A system of simultaneous equations is referred to as consistent  it has at least one solution.

That is,  there exists a set of values for its variables such that all the equations are satisfied.


=== Inconsistent ===

A set of equations is described as inconsistent  they are not consistent

That is, there exists no set of values for its variables such that all the equations are satisfied.
",Consistent
"['Definitions/Consistent Estimators', 'Definitions/Estimators']",Definition:Consistent,"Let $X_1, X_2, ldots, X_n$ be random variables.

Let the joint distribution of $X_1, X_2, ldots, X_n$ be indexed by a population parameter $theta$.

Let $hat theta$ be an estimator of $theta$.

Then $hat theta$ is consistent :
:$ds lim_{n mathop to infty} Pr left(   right){leftlvert hat theta - theta rightrvert ge epsilon} = 0$
for all $epsilon > 0$.",Definition:Consistent Estimator,,FALSE,"Let X_1, X_2, …, X_n be random variables.

Let the joint distribution of X_1, X_2, …, X_n be indexed by a population parameter θ.

Let θ̂ be an estimator of θ.

Then θ̂ is consistent :
:lim_n →∞(   )|θ̂- θ|≥ϵ = 0
for all ϵ > 0.",Consistent
"['Definitions/Polynomial Theory', 'Definitions/Content of Polynomial']",Definition:Content,"Let $f in mathbb Z left[ X right]$ be a polynomial with integer coefficients.

Then the content of $f$, denoted $mathrm {cont} left( f right)$, is the greatest common divisor of the coefficients of $f$.",Definition:Content of Polynomial/Integer,,FALSE,"Let f ∈ℤ[ X ] be a polynomial with integer coefficients.

Then the content of f, denoted cont( f ), is the greatest common divisor of the coefficients of f.",Content
['Definitions/Content of Polynomial'],Definition:Content,"Let $f in mathbb Q left[ X right]$ be a polynomial with rational coefficients.


The content of $f$ is defined as:
:$mathrm {cont} left( f right) := dfrac {mathrm {cont} left( n f right) } n$
where $n in mathbb N$ is such that $n f in mathbb Z left[ X right]$.",Definition:Content of Polynomial/Rational,,FALSE,"Let f ∈ℚ[ X ] be a polynomial with rational coefficients.


The content of f is defined as:
:cont( f ) := cont( n f )  n
where n ∈ℕ is such that n f ∈ℤ[ X ].",Content
