,title,term,definition,pred
53,Definition:Composition of Mappings,Composition,"Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


=== Definition 1 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite mapping f_2 ∘ f_1 is defined as:

:∀ x ∈ S_1: ( f_2 ∘ f_1 )  (   )x := f_2 (   )f_1 (   )x


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Definition 2 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite of f_1 and f_2 is defined and denoted as:

:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ( f_1 (   )x, z ) ∈ f_2 }


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Definition 3 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite of f_1 and f_2 is defined and denoted as:

:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ∃ y ∈ S_2: f_1 (   )x = y  f_2 (   )y = z }


That is:
:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ∃ y ∈ S_2: ( x, y ) ∈ f_1 ( y, z ) ∈ f_2 }


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

:

=== General Definition ===
Let f_1: S_1 → S_2, f_2: S_2 → S_3, …, f_n: S_n → S_n + 1 be mappings such that the domain of f_k is the same set as the codomain of f_k - 1.


Then the composite of f_1, f_2, …, f_n is defined and denoted as:

 
 
 
 

=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Composition as a Binary Operation ===
Let [ S → S ] be the set of all mappings from a set S to itself.

Then the concept of composite mapping defines a binary operation on [ S → S ]:

:∀ f, g ∈[ S → S ]: g ∘ f = {( s, t ): s ∈ S, ( f ( s ), t ) ∈ g }∈[ S → S ]


Thus, for every pair ( f, g ) of mappings in [ S → S ], the composition g ∘ f is another element of [ S → S ].",Definition:Composition of Mappings
54,Definition:Composition of Relations,Composition,"Let ℛ_1 ⊆ S_1 × T_1 and ℛ_2 ⊆ S_2 × T_2 be relations.


Then the composite of ℛ_1 and ℛ_2 is defined and denoted as:

:ℛ_2 ∘ℛ_1 := {( x, z ) ∈ S_1 × T_2: ∃ y ∈ S_2 ∩ T_1: ( x, y ) ∈ℛ_1 ( y, z ) ∈ℛ_2 }


 

 

It is clear that the composite relation ℛ_2 ∘ℛ_1 can also be defined as:

:ℛ_2 ∘ℛ_1 (   )S_1 = ℛ_2 (   )ℛ_1 (   )S_1


Note that:
:(1):   ℛ_2 ∘ℛ_1 ⊆ S_1 × T_2
:(2): The domain of ℛ_2 ∘ℛ_1 equals the domain of ℛ_1, that is, S_1
:(3): The codomain of ℛ_2 ∘ℛ_1 equals the codomain of ℛ_2, that is, T_2.",Definition:Composition of Relations
55,Definition:Composition Series,Composition,"Let G be a finite group.

=== Definition 1 ===
Let G be a finite group.


A composition series for G is a normal series for G which has no proper refinement.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Definition 2 ===
Let G be a finite group.


A composition series for G is a sequence of normal subgroups of G:
:{ e } = G_0  G_1 ⋯ G_n = G
where:
:G_i - 1 G_i denotes that G_i - 1 is a proper normal subgroup of G_i
such that:
:for all i ∈{ 1, 2, …, n }, G_i - 1 is a proper maximal normal subgroup of G_i.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Composition Length ===
 

=== Composition Factor ===
 ",Definition:Composition Series
56,Definition:Composition of Morphisms,Composition,"Let 𝐂 be a metacategory.

Let (g, f) be a pair of composable morphisms.


Then the composition of f and g is a morphism g ∘ f of 𝐂 subject to:

:dom(g ∘ f) = dom f
:cod(g ∘ f) = cod g


This composition of morphisms can be thought of as an abstraction of both composition of mappings and transitive relations.",Definition:Composition of Morphisms
57,Definition:Composition of Functors,Composition,"Let 𝐂, 𝐃 and 𝐄 be metacategories.

Let F: 𝐂→𝐃 and G: 𝐃→𝐄 be (covariant) functors.


The composition of G with F is the functor GF: 𝐂→𝐄 defined by:

:For all objects C of 𝐂: 2.9cm GF (C) := G (FC)
:For all morphisms f: C_1 → C_2 of 𝐂: GF (f) := G (Ff)

GF is said to be a composite functor.",Definition:Composition of Functors
58,Definition:Composition Functor on Slice Categories,Composition,"Let 𝐂 be a metacategory.

Let C and D be objects of 𝐂.

Let 𝐂 / C and 𝐂 / D be the associated slice categories.


Let g: C → D be a morphism of 𝐂.

Then g defines a composition functor g_* : 𝐂 / C →𝐂 / D:

 
 
 
 


That it is in fact a functor is shown on Composition Functor on Slice Categories is Functor.


The effect of g_* is captured in the following commutative diagram:

::<-3em,0em>*+X = ""X"",
<3em,0em>*+X' = ""X2"",
<0em,-4em>*+C = ""C"",
<0em,-8em>*+D = ""D"",

""X"";""X2"" **@- ?>*@> ?*!/_1em/a,
""X"";""C"" **@- ?>*@> ?<>(.4)*!/^.6em/f,
""X2"";""C"" **@- ?>*@> ?<>(.4)*!/_.6em/f',
""C"";""D"" **@- ?>*@> ?<>(.4)*!/^.6em/g,

""X"";""D"" **<-5em,-4em> ?>*@> ?*!/^1.6em/g_* f = 
 g ∘ f,
""X2"";""D"" **<5em,-4em> ?>*@> ?*!/_1.6em/g_* f' = 
 g ∘ f',",Definition:Composition Functor on Slice Categories
59,Definition:Composition Functor on Categories of Subobjects,Composition,"Let 𝐂 be a metacategory.

Let C and D be objects of 𝐂.

Let 𝐒𝐮𝐛_𝐂(C) and 𝐒𝐮𝐛_𝐂(D) be the associated categories of subobjects.


Let g: C → D be a monomorphism of 𝐂.

Then g defines a composition functor g_* : 𝐒𝐮𝐛_𝐂(C) →𝐒𝐮𝐛_𝐂(D):

 
 
 
 


That it is in fact a functor is shown on Composition Functor on Categories of Subobjects is Functor.


The effect of g_* is captured in the following commutative diagram:

::<-3em,0em>*+X = ""X"",
<3em,0em>*+X' = ""X2"",
<0em,-4em>*+C = ""C"",
<0em,-8em>*+D = ""D"",

""X"";""X2"" **@- ?>*@> ?*!/_1em/a,
""X"";""C"" **@- ?>*@> ?<>(.4)*!/^.6em/f,
""X2"";""C"" **@- ?>*@> ?<>(.4)*!/_.6em/f',
""C"";""D"" **@- ?>*@> ?<>(.4)*!/^.6em/g,

""X"";""D"" **<-5em,-4em> ?>*@> ?*!/^1.6em/g_* f = 
 g ∘ f,
""X2"";""D"" **<5em,-4em> ?>*@> ?*!/_1.6em/g_* f' = 
 g ∘ f',",Definition:Composition Functor on Categories of Subobjects
60,Definition:Composition (Combinatorics),Composition,"A k-composition of a (strictly) positive integer n ∈ℤ_> 0 is an ordered k-tuple:
:c = ( c_1, c_2, …, c_k )
such that:
:(1):    c_1 + c_2 + ⋯ + c_k = n
:(2):   ∀ i ∈[ 1  . . ]k: c_i ∈ℤ_>0, that is, all the c_i are strictly positive integers.

Category:Definitions/Combinatorics",Definition:Composition (Combinatorics)
61,Definition:Composition of Ratio,Composition,"Let R = a : b be a ratio.

Then the composition of R is the ratio a + b : b.


 
: 
:Composition of a ratio means taking the antecedent together with the consequent as one in relation to the consequent by itself.
 
 

Category:Definitions/Euclidean Algebra",Definition:Composition of Ratio
62,Definition:Limit of Sequence,Limit,"=== Topological Space ===
Let T = ( S, τ) be a topological space.

Let A ⊆ S.

Let ⟨ x_n ⟩ be a sequence in A.

Let ⟨ x_n ⟩ converge to a value α∈ S.


Then α is known as a limit (point) of ⟨ x_n ⟩ (as n tends to infinity).

=== Metric Space ===
Let M = ( A, d ) be a metric space or pseudometric space.

Let ⟨ x_n ⟩ be a sequence in M.

Let ⟨ x_n ⟩ converge to a value l ∈ A.


Then l is a limit of ⟨ x_n ⟩ as n tends to infinity.


If M is a metric space, this is usually written:
:l = lim_n →∞ x_n

=== Normed Division Ring ===
Let ( R, ‖ · ‖) be a normed division ring.

Let ⟨ x_n ⟩ be a sequence in R.

Let ⟨ x_n ⟩ converge to x ∈ R.

Then x is a limit of ⟨ x_n ⟩ as n tends to infinity which is usually written:
:x = lim_n →∞ x_n

=== Normed Vector Space ===
Let M = ( X, ‖ · ‖) be a normed vector space.

Let L ∈ X.

Let ⟨ x_n ⟩_n ∈ℕ be a sequence in X.

Let ⟨ x_n ⟩_n ∈ℕ converge to L. 


Then L is a limit of  ⟨ x_n ⟩_n ∈ℕ as n tends to infinity which is usually written:
:L = lim_n →∞ x_n

=== Test Function Space ===
Let 𝒟(   )ℝ^d be the test function space.

Let ϕ∈𝒟(   )ℝ^d be a test function.

Let ⟨ϕ_n ⟩_n ∈ℕ be a sequence of test functions in 𝒟(   )ℝ^d.

Let ⟨ϕ_n ⟩_n ∈ℕ converge to ϕ in 𝒟(   )ℝ^d. 


Then ϕ is a limit of  ⟨ϕ_n ⟩_n ∈ℕ in 𝒟(   )ℝ^d as n tends to infinity which is usually written:
:ϕ_n 𝒟⟶ϕ",Definition:Limit of Sequence
63,Definition:Limit of Mapping between Metric Spaces,Limit,"Let M_1 = ( A_1, d_1 ) and M_2 = ( A_2, d_2 ) be metric spaces.

Let c be a limit point of M_1.

Let f: A_1 → A_2 be a mapping from A_1 to A_2 defined everywhere on A_1 except possibly at c.


Let L ∈ M_2.


f (   )x is said to tend to the limit L as x tends to c and is written:
:f (   )x → L as x → c
or:
:lim_x → c f (   )x = L

 if and only if  the following equivalent conditions hold:


=== ϵ-δ Condition ===
Let M_1 = ( A_1, d_1 ) and M_2 = ( A_2, d_2 ) be metric spaces.

Let c be a limit point of M_1.

Let f: A_1 → A_2 be a mapping from A_1 to A_2 defined everywhere on A_1 except possibly at c.


Let L ∈ M_2.


f (   )x is said to tend to the limit L as x tends to c and is written:
:f (   )x → L as x → c
or
:lim_x → c f (   )x = L

 if and only if :

:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: 0 < d_1 (   )x, c < δ d_2 (   )f (   )x, L < ϵ

That is, for every real positive ϵ there exists a real positive δ such that every point in the domain of f within δ of c has an image within ϵ of some point L in the codomain of f.


This is voiced:
:the limit of f (   )x as x tends to c.

=== ϵ-Ball Condition ===
Let M_1 = ( A_1, d_1 ) and M_2 = ( A_2, d_2 ) be metric spaces.

Let c be a limit point of M_1.

Let f: A_1 → A_2 be a mapping from A_1 to A_2 defined everywhere on A_1 except possibly at c.


Let L ∈ M_2.


f (   )x is said to tend to the limit L as x tends to c and is written:
:f (   )x → L as x → c
or
:lim_x → c f (   )x = L

 if and only if :

:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: f [ B_δ(   )c; d_1∖{ c }] ⊆ B_ϵ(   )L; d_2

where:
:B_δ(   )c; d_1∖{ c } is the deleted δ-neighborhood of c in M_1
:B_ϵ(   )L; d_2 is the open ϵ-ball of L in M_2.


That is, for every open ϵ-ball of L in M_2, there exists a deleted δ-neighborhood of c in M_1 whose image is a subset of that open ϵ-ball.


This is voiced:
: the limit of f (   )x as x tends to c.

This is voiced:
: the limit of f (   )x as x tends to c.",Definition:Limit of Mapping between Metric Spaces
64,Definition:Limit of Real Function,Limit,"Let ( a  . . )b be an open real interval.

Let c ∈( a  . . )b.

Let f: ( a  . . )b ∖{ c }→ℝ be a real function.

Let L ∈ℝ.


=== Definition 1 ===
Let ( a  . . )b be an open real interval.

Let c ∈( a  . . )b.

Let f: ( a  . . )b ∖{ c }→ℝ be a real function.

Let L ∈ℝ.


f (   )x tends to the limit L as x tends to c  if and only if :

:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ x ∈ℝ: 0 < | x - c | < δ| f (   )x - L | < ϵ

where ℝ_>0 denotes the set of strictly positive real numbers.

=== Definition 2 ===
Let ( a  . . )b be an open real interval.

Let c ∈( a  . . )b.

Let f: ( a  . . )b ∖{ c }→ℝ be a real function.

Let L ∈ℝ.


f (   )x tends to the limit L as x tends to c  if and only if :
:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: x ∈ N_δ(   )c ∖{ c } f (   )x ∈ N_ϵ(   )L
where:
:N_ϵ(   )L denotes the ϵ-neighborhood of L
:N_δ(   )c ∖{ c } denotes the deleted δ-neighborhood of c
:ℝ_>0 denotes the set of strictly positive real numbers.


That is:
:For every (strictly) positive real number ϵ, there exists a (strictly) positive real number δ such that every real number x  c in the domain of f within δ of c has an image within ϵ of L.


ϵ is usually considered as having the connotation of being ""small"" in magnitude, but this is a misunderstanding of its intent: the point is that (in this context) ϵ can be made arbitrarily small.


:

It can directly be seen that this definition is the same as that for a general metric space.",Definition:Limit of Real Function
65,Definition:Limit of Complex Function,Limit,"The definition for the limit of a complex function is exactly the same as that for the general metric space.


Let A_1, A_2 ⊆ℂ be subsets of the complex plane.

Let c be a limit point of A_1.

Let f: A_1 → A_2 be a complex function from A_1 to A_2 defined everywhere on A_1 except possibly at c.


Let L ∈ A_2.


Then f (   )z is said to tend to the limit L as z tends to c, and we write:
:f (   )z → L as z → c

or
:lim_z → c f (   )z = L

if the following equivalent conditions hold.


This is voiced:
: the limit of f (   )z as z tends to c.


=== Epsilon-Delta Condition ===

:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ z ∈ A_1: 0 < | z - c | < δ| f (   )z - L | < ϵ


That is, for every real positive ϵ there exists a real positive δ such that every point in the domain of f within δ of c has an image within ϵ of some point L in the codomain of f.


=== Epsilon-Neighborhood Condition ===

:∀ N_ϵ(   )L: ∃ N_δ(   )c ∖{ c }: f (   )N_δ(   )c ∖{ c }⊆ N_ϵ(   )L

where:
:N_δ(   )c ∖{ c } is the deleted δ-neighborhood of c in M_1;
:N_ϵ(   )L is the ϵ-neighborhood of L in M_2.


That is, for every ϵ-neighborhood of L in A_2, there exists a deleted δ-neighborhood of c in A_1 whose image is a subset of that ϵ-neighborhood.",Definition:Limit of Complex Function
66,Definition:Limit Superior,Limit,"Let ⟨ x_n ⟩ be a bounded sequence in ℝ.


=== Definition 1 ===
Let ⟨ x_n ⟩ be a bounded sequence in ℝ.

Let L be the set of all real numbers which are the limit of some subsequence of ⟨ x_n ⟩.


From Existence of Maximum and Minimum of Bounded Sequence, L has a maximum.

This maximum is called the limit superior.

It can be denoted:
:lim sup_n →∞(   )x_n = l

=== Definition 2 ===
Let ⟨ x_n ⟩ be a bounded sequence in ℝ.


The limit superior of ⟨ x_n ⟩ is defined and denoted as:
:lim sup_n →∞(   )x_n = inf{sup_m ≥ n x_m: n ∈ℕ}",Definition:Limit Superior
67,Definition:Limit Inferior,Limit,"Let ⟨ x_n ⟩ be a bounded sequence in ℝ.


=== Definition 1 ===
Let ⟨ x_n ⟩ be a bounded sequence in ℝ.

Let L be the set of all real numbers which are the limit of some subsequence of ⟨ x_n ⟩.


From Existence of Maximum and Minimum of Bounded Sequence, L has a minimum.

This minimum is called the limit inferior.

It can be denoted:
:lim inf_n →∞(   )x_n = l

=== Definition 2 ===
Let ⟨ x_n ⟩ be a bounded sequence in ℝ.


The limit inferior of ⟨ x_n ⟩ is defined and denoted as:
:lim inf_n →∞(   )x_n = sup{inf_m ≥ n x_m: n ∈ℕ}",Definition:Limit Inferior
68,Definition:Radius of Convergence/Real Domain,Limit,"Let ξ∈ℝ be a real number.

Let S (   )x = ∑_n  = 0^∞ a_n ( x - ξ)^n be a power series about ξ.

Let I be the interval of convergence of S (   )x.

Let the endpoints of I be ξ - R and ξ + R.

(This follows from the fact that ξ is the midpoint of I.)


Then R is called the radius of convergence of S (   )x.


If S (   )x is convergent over the whole of ℝ, then I = ℝ and thus the radius of convergence is infinite.",Definition:Radius of Convergence/Real Domain
69,Definition:Limit of Sets,Limit,"Let S = { E_n : n ∈ℕ} be a sequence of sets.

Let the limit superior of S be equal to the limit inferior of S.


Then the limit of S, denoted lim_n →∞ E_n, is defined as:

:lim_n →∞ E_n := lim sup_n →∞ E_n
and so also:
:lim_n →∞ E_n := lim inf_n →∞ E_n

and S converges to the limit.",Definition:Limit of Sets
