"term","def","file_name","extraction_rule","plain_text_def","plain_text_term"
"$M$\!-equivalent;$M$\!-ambiguous;$M$\!-unambiguous","Suppose $\Sigma$ is an ordered alphabet.
Two words $w,w'\in \Sigma^*$ are \emph{$M$\!-equivalent} , denoted by $w\equiv_Mw'$, iff $\Psi_{\Sigma}(w)=\Psi_{\Sigma}(w')$.
A word $w\in \Sigma^*$ is \emph{$M$\!-ambiguous} iff it is $M$\!-equivalent to another distinct word. Otherwise, $w$ is \mbox{\emph{$M$\!-unambiguous}}. For any word $w\in\Sigma^*$, we denote by $C_w$ the set of all words
that are $M$\!-equivalent to $w$.","1901.03937#1901.03937.tex","definition + \emph{}","Suppose Σ is an ordered alphabet.
Two words w,w'∈Σ^* are M-equivalent , denoted by w≡_Mw', iff Ψ_Σ(w)=Ψ_Σ(w').
A word w∈Σ^* is M-ambiguous iff it is M-equivalent to another distinct word. Otherwise, w is . For any word w∈Σ^*, we denote by C_w the set of all words
that are M-equivalent to w.","M-equivalent;M-ambiguous;M-unambiguous"
"$M$\!-equivalent;$M$\!-ambiguous;$M$\!-unambiguous","Suppose $\Sigma$ is an ordered alphabet.
Two words $w,w'\in \Sigma^*$ are \emph{$M$\!-equivalent} , denoted by $w\equiv_Mw'$, iff $\Psi_{\Sigma}(w)=\Psi_{\Sigma}(w')$.
A word $w\in \Sigma^*$ is \emph{$M$\!-ambiguous} iff it is $M$\!-equivalent to another distinct word. Otherwise, $w$ is \emph{$M$\!-unambiguous} . We denote the $M$\!-equivalence class of a word $w\in\Sigma^*$ by $C_w$.","1808.04102#1808.04102.tex","definition + \emph{}","Suppose Σ is an ordered alphabet.
Two words w,w'∈Σ^* are M-equivalent , denoted by w≡_Mw', iff Ψ_Σ(w)=Ψ_Σ(w').
A word w∈Σ^* is M-ambiguous iff it is M-equivalent to another distinct word. Otherwise, w is M-unambiguous . We denote the M-equivalence class of a word w∈Σ^* by C_w.","M-equivalent;M-ambiguous;M-unambiguous"
"$S$-homotopic","Let $(\mathcal{A}_{1},P_{1})$ and $(\mathcal{A}_{2},P_{2})$ be 
nanophrases over $\alpha$.
Then $(\mathcal{A}_{1},P_{1})$ and $(\mathcal{A}_{2},P_{2})$ are
\emph{$S$-homotopic} (denote $\simeq_{S}$) 
if they are related by a finite sequence of 
isomorphism, $S$-homotopy moves (1) - (3) and inverse of (1) - (3).","0908.2899#paper.tex","definition + \emph{}","Let (𝒜_1,P_1) and (𝒜_2,P_2) be 
nanophrases over α.
Then (𝒜_1,P_1) and (𝒜_2,P_2) are
S-homotopic (denote ≃_S) 
if they are related by a finite sequence of 
isomorphism, S-homotopy moves (1) - (3) and inverse of (1) - (3).","S-homotopic"
"$S$-homotopic","Let $(\alpha , S)$ be homotopy data.
 Then nanowords $(\mathcal{A}_1 ,w_1)$ and $(\mathcal{A}_2 , w_2)$
 over $\alpha$ are \textit{$S$-homotopic}
 (denoted $(\mathcal{A}_1 , w_1) \simeq_{S} (\mathcal{A}_2 , w_2)$)
 if $(\mathcal{A}_2 , w_2)$ can be obtained from $(\mathcal{A}_1, w_1)$ by a
 finite sequence of isomorphism, $S$-homotopy moves 
 (1) - (3) and the inverse of moves (1) - (3).","0904.3478#nanophrase.tex","definition + \textit{}","Let (α , S) be homotopy data.
 Then nanowords (𝒜_1 ,w_1) and (𝒜_2 , w_2)
 over α are S-homotopic
 (denoted (𝒜_1 , w_1) ≃_S (𝒜_2 , w_2))
 if (𝒜_2 , w_2) can be obtained from (𝒜_1, w_1) by a
 finite sequence of isomorphism, S-homotopy moves 
 (1) - (3) and the inverse of moves (1) - (3).","S-homotopic"
"$W$-graph","%Assume $(W,S)$ is a Coxeter system with Iwahori-Hecke algebra $\cH$.
An $S$-labeled graph $\Gamma=(V,\omega,\tau)$ if a \emph{$W$-graph} if the free $\cA$-module generated by $V$ can be given an $\cH$-module structure with
\[
H_sx=\begin{cases}vx&s\not\in\tau(x)\\
-v^{-1}x+\sum_{y\in V;s\not\in\tau(y)}\omega(x,y)y&s\in\tau(x)\end{cases}
\qquad \text{ for }s\in S\text{ and }x\in V.
\]","1911.05961#affine_FPF_involution.tex","definition + \emph{}","
An S-labeled graph Γ=(V,ω,τ) if a W-graph if the free -module generated by V can be given an -module structure with

    H_sx=vx   s∉τ(x)
    
    -v^-1x+∑_y∈ V;s∉τ(y)ω(x,y)y   s∈τ(x)     for s∈ S and x∈ V.
","W-graph"
"$W$-graph","\label{Wgraph-def}
Fix a Coxeter system $(W,S)$. 
An $S$-labeled graph $\Gamma = (V,\omega,\tau)$ is a \emph{$W$-graph}
if the free $\cA$-module 
%$M_\Gamma$ 
generated by $V$ may be given an $\H$-module structure with % such that for all $x \in V$ and $s \in S$ it holds that
\[  H_s    x = \begin{cases} v    x &\text{if }s \notin \tau(x) \\ -v^{-1}   x +  \ds\sum_{{y \in V ;\hs s \notin \tau(y)}} \omega(x\to y)   y&\text{if }s \in \tau(x)\end{cases}
\qquad\text{for $s \in S$ and $x \in V$.}
\]","1408.0589#1408.0589.tex","definition + \emph{}","
Fix a Coxeter system (W,S). 
An S-labeled graph Γ = (V,ω,τ) is a W-graph
if the free -module 

generated by V may be given an $̋-module structure with 

    H_s    x =  v    x    if s ∉τ(x) 
     -v^-1   x +  ∑_y ∈ V ; s ∉τ(y)ω(x→ y)   y   if s ∈τ(x)    for s ∈ S and x ∈ V.","W-graph"
"$X$-flap;touch;position","[Helicopter Cops and Robber game (the jump-searching version)]
For $X \subseteq V(G)$, an \emph{$X$-flap} is the vertex set of a connected component of $G-X$.
Two subsets $X,Y \subseteq V(G)$ \emph{touch} if $\overline{N}(X) \cap Y \neq \emptyset$.
A \emph{position} is a pair $(X,R)$, where $X\subseteq V(G)$ and $R$ is an $X$-flap.
($X$ is the set of vertices currently occupied by the cops and $R$ tells us where the robber is
--- since she can run arbitrarily fast, all that matters is which component of $G-X$ contains her.)
At the start, the cops choose a subset $X_0$, and the robber chooses an $X_0$-flap $R_0$.
Note that if there are $k$ cops in the game, then $|X_0| \leq k$.
At the start of round $i$, we have some position $(X_{i-1},R_{i-1})$.
The cops choose a new set $X_i\subseteq V(G)$ with $|X_i| \leq k$ (and no other restriction), and announce it.
Then the robber, knowing $X_i$, chooses an $X_i$-flap $R_i$ which touches $R_{i-1}$.
If this is not possible then the cops have won.
Otherwise, i.e.~if the robber never runs out of valid moves, the robber wins.","1008.4210#manuscript.tex","definition + \emph{}","[Helicopter Cops and Robber game (the jump-searching version)]
For X ⊆ V(G), an X-flap is the vertex set of a connected component of G-X.
Two subsets X,Y ⊆ V(G) touch if N(X) ∩ Y ≠∅.
A position is a pair (X,R), where X⊆ V(G) and R is an X-flap.
(X is the set of vertices currently occupied by the cops and R tells us where the robber is
— since she can run arbitrarily fast, all that matters is which component of G-X contains her.)
At the start, the cops choose a subset X_0, and the robber chooses an X_0-flap R_0.
Note that if there are k cops in the game, then |X_0| ≤ k.
At the start of round i, we have some position (X_i-1,R_i-1).
The cops choose a new set X_i⊆ V(G) with |X_i| ≤ k (and no other restriction), and announce it.
Then the robber, knowing X_i, chooses an X_i-flap R_i which touches R_i-1.
If this is not possible then the cops have won.
Otherwise, i.e. if the robber never runs out of valid moves, the robber wins.","X-flap;touch;position"
"$X$-flap;touch;position","[Helicopter Cops and Robber game (the jump-searching version)]
%For $X \subseteq V(G)$, an \emph{$X$-flap} is the vertex set of a connected component of $G-X$.
%Two subsets $X,Y \subseteq V(G)$ \emph{touch} if either $X \cap Y \neq \emptyset$ or some vertex in $X$ has a neighbour in $Y$.
%A \emph{position} is a pair $(X,R)$, where $X\subseteq V(G)$ and $R$ is an $X$-flap.
%($X$ is the set of vertices currently occupied by the cops and $R$ tells us where the robber is
%--- since she can run arbitrarily fast, all that matters is which component of $G-X$ contains her.)
%At the start, the cops choose a subset $X_0$, and the robber chooses an $X_0$-flap $R_0$.
%Note that if there are $k$ cops in the game, then $|X_0| \leq k$.
%At the start of round $i$, we have some position $(X_{i-1},R_{i-1})$.
%The cops choose a new set $X_i\subseteq V(G)$ with $|X_i| \leq k$ (and no other restriction), and announce it.
%Then the robber, knowing $X_i$, chooses an $X_i$-flap $R_i$ which touches $R_{i-1}$.
%If this is not possible then the cops have won.
%Otherwise, i.e.~if the robber never runs out of valid moves, the robber wins.
%","1105.2851#manuscript.tex","definition + \emph{}","[Helicopter Cops and Robber game (the jump-searching version)]












","X-flap;touch;position"
"$\Delta$-domain and $\Delta$-neighborhood","\label{Def:DeltaDomaine}
A domain $\Delta$ is a {\em $\Delta$-domain at $1$} if there exist two real numbers  $R>1$ and $\pi/2<\phi <\pi$ such that
$$
\Delta=\{z \in \mathbb{C} \mid |z|<R,\, z\neq 1,
|\Arg(1-z)|<\phi\}.
$$ 
By extension, for a complex number $\rho \neq
0$, a domain is a {\em $\Delta$-domain at $\rho$} if it the image by
the mapping $z\rightarrow \rho z$ of a $\Delta$-domain at $1$.  A
{\em $\Delta$-neighborhood} of $\rho$ is the intersection of a
neighborhood of $\rho$ and a $\Delta$-domain at $\rho$.","1706.08333#BrownianPermutationAvecDesSimples.tex","definition[]","
A domain Δ is a Δ-domain at 1 if there exist two real numbers  R>1 and π/2<ϕ <π such that

    Δ={z ∈ℂ| |z|<R,  z≠ 1,
    |(1-z)|<ϕ}.
 
By extension, for a complex number ρ≠
0, a domain is a Δ-domain at ρ if it the image by
the mapping z→ρ z of a Δ-domain at 1.  A
Δ-neighborhood of ρ is the intersection of a
neighborhood of ρ and a Δ-domain at ρ.","Δ-domain and Δ-neighborhood"
"$\Delta$-domain and $\Delta$-neighborhood","\label{Def:DeltaDomaine}
A domain $\Delta$ is a {\em $\Delta$-domain at $1$} if there exist two real numbers  $R>1$ and $0<\phi<\tfrac{\pi}{2}$ such that
$$\Delta=\{z \in \mathbb{C} \mid |z|<R,\, z\neq 1,
|\arg(z-1)|>\phi\}.$$ By extension, for a complex number $\rho \neq
0$, a domain is a {\em $\Delta$-domain at $\rho$} if it the image by
the mapping $z\rightarrow \rho z$ of a $\Delta$-domain at $1$.  A
{\em $\Delta$-neighborhood} of $\rho$ is the intersection of a
neighborhood of $\rho$ and a $\Delta$-domain at $\rho$.","1903.07522#ClassesNonCloses.tex","definition[]","
A domain Δ is a Δ-domain at 1 if there exist two real numbers  R>1 and 0<ϕ<π2 such that

    Δ={z ∈ℂ| |z|<R,  z≠ 1,
    |(z-1)|>ϕ}.
 By extension, for a complex number ρ≠
0, a domain is a Δ-domain at ρ if it the image by
the mapping z→ρ z of a Δ-domain at 1.  A
Δ-neighborhood of ρ is the intersection of a
neighborhood of ρ and a Δ-domain at ρ.","Δ-domain and Δ-neighborhood"
"$\Gamma$ and $\Gamma_{2}$ operators","\label{defn:GammaGamma2}
Let $G=(V,E)$ be a locally finite simple graph.
For any two functions $f,g: V\to \mathbb{R}$, we define
\begin{align*}
2\Gamma(f,g)&:=\D(fg)-f\D g-g\D f;\\
2\Gamma_2(f,g)&:=\D\Gamma(f,g)-\Gamma(f,\D g)-\Gamma(\D f,g).
\end{align*}","1606.01496#canjourmath_new_15Aug.tex","definition[]","
Let G=(V,E) be a locally finite simple graph.
For any two functions f,g: V→ℝ, we define

    2Γ(f,g)   :=(fg)-f g-g f;
    
    2Γ_2(f,g)   :=Γ(f,g)-Γ(f, g)-Γ( f,g).
","Γ and Γ_2 operators"
"$\Gamma$ and $\Gamma_{2}$ operators","\label{defn:GammaGamma2}
Let $G=(V,E)$ be a locally finite simple graph.
For any two functions $f,g: V\to \mathbb{R}$, we define
\begin{align*}
2\Gamma(f,g)&:=\Delta(fg)-f\Delta g-g\Delta f;\\
2\Gamma_2(f,g)&:=\Delta\Gamma(f,g)-\Gamma(f,\Delta g)-\Gamma(\Delta f,g).
\end{align*}","1712.03033#submitted_version.tex","definition[]","
Let G=(V,E) be a locally finite simple graph.
For any two functions f,g: V→ℝ, we define

    2Γ(f,g)   :=Δ(fg)-fΔ g-gΔ f;
    
    2Γ_2(f,g)   :=ΔΓ(f,g)-Γ(f,Δ g)-Γ(Δ f,g).
","Γ and Γ_2 operators"
"$\Gamma$-species","Let $\Gamma$ be a group. Then a {\emph{$\Gamma$-species}} $\s{F}$ is a combinatorial species $\s{F}$ equipped with a group action of $\Gamma$ on $\s{F}$-structures that respects isomorphisms between $\s{F}$-structures.","1312.0542#1312.0542.tex","definition + \emph{}","Let Γ be a group. Then a Γ-species F is a combinatorial species F equipped with a group action of Γ on F-structures that respects isomorphisms between F-structures.","Γ-species"
"$\Gamma$-species","\label{def:gspecies}
 For $\Gamma$ a finite group, a \emph{$\Gamma$-species} $F$ is a combinatorial species $F$ together with an action of $\Gamma$ on $F$-structures which commutes with isomorphisms of those structures.","1304.0139#gdg-bplocks.tex","definition + \emph{}","
 For Γ a finite group, a Γ-species F is a combinatorial species F together with an action of Γ on F-structures which commutes with isomorphisms of those structures.","Γ-species"
"$\Gamma$-species","\label{def:gspecies}
  For $\Gamma$ a group, a \emph{$\Gamma$-species} $F$ is a combinatorial species $F$ together with an action of $\Gamma$ on $F$-structures by species isomorphisms.
  Explicitly, for $F$ a $\Gamma$-species, the diagram
  \begin{equation*}
    \begin{tikzpicture}[every node/.style={fill=white}]
      \matrix (m) [matrix of math nodes, row sep=4em, column sep=4em, text height=1.5ex, text depth=0.25ex]
      {
        A & F \sbrac{A} & F \sbrac{A} \\
        B & F \sbrac{B}  & F \sbrac{B} \\
      };
      \path[->,font=\scriptsize]
      (m-1-1) edge node {$F$} (m-1-2)
      edge node {$\sigma$} (m-2-1)
      (m-1-2) edge node {$\gamma_{A}$} (m-1-3)
      edge node {$F \sbrac{\sigma}$} (m-2-2)
      (m-1-3) edge node {$F \sbrac{\sigma}$} (m-2-3)
      (m-2-1) edge node {$F$} (m-2-2)
      (m-2-2) edge node {$\gamma_{B}$} (m-2-3);
    \end{tikzpicture}
  \end{equation*}
  commutes for every $\gamma \in \Gamma$ and every set bijection $\sigma: A \to B$.
  (Note that commutativity of the left square is required for $F$ to be a species at all.)","1204.1402#argthesis.tex","definition + \emph{}","
  For Γ a group, a Γ-species F is a combinatorial species F together with an action of Γ on F-structures by species isomorphisms.
  Explicitly, for F a Γ-species, the diagram
  
    [every node/.style=fill=white]
           (m) [matrix of math nodes, row sep=4em, column sep=4em, text height=1.5ex, text depth=0.25ex]
          
            A     F A    F A
    
            B     F B    F B
    ;
          [->,font=]
          (m-1-1) edge node F (m-1-2)
          edge node σ (m-2-1)
          (m-1-2) edge node γ_A (m-1-3)
          edge node F σ (m-2-2)
          (m-1-3) edge node F σ (m-2-3)
          (m-2-1) edge node F (m-2-2)
          (m-2-2) edge node γ_B (m-2-3);

  commutes for every γ∈Γ and every set bijection σ: A → B.
  (Note that commutativity of the left square is required for F to be a species at all.)","Γ-species"
"$\Psi$-alcove","\label{def:Psi-alcove}
 Let $\Psi$ be a finite subset of $V_\Q^*$.  
 %% Changed to V_\Q^* from \Lambda^* to make uniform with 3Polys. --Matthias
 We consider  the  hyperplanes in $V$ defined by the equations
 $$
 \langle \eta ,x\rangle= n \quad \mbox{  for  } \eta\in \Psi  \mbox{ and   }   n\in \Z.
 $$
 A connected component of the complement of the union of these hyperplanes
 in~$V$ is called a \emph{$\Psi$-alcove} .","1404.0065#SLII.tex","definition + \emph{}","
 Let Ψ be a finite subset of V_^*.  
 
 We consider  the  hyperplanes in V defined by the equations
 
    ⟨η ,x⟩= n   η∈Ψ   n∈.

 A connected component of the complement of the union of these hyperplanes
 in V is called a Ψ-alcove .","Ψ-alcove"
"$\Psi$-alcove","\label{def:Psi-alcove}
 Let $\Psi$ be a finite subset of $\R^N$.
 We consider  the  hyperplanes in $\R^N$ defined by the equations
 $$
 \langle \eta ,b\rangle= n, \mbox{  for  } \eta\in \Psi  \mbox{ and   }   n\in \Z.
 $$
 A connected component of the complement of the union of these hyperplanes is called a \emph{$\Psi$-alcove} .","1410.8632#3-Ehrhart-polynomials.tex","definition + \emph{}","
 Let Ψ be a finite subset of ^N.
 We consider  the  hyperplanes in ^N defined by the equations
 
    ⟨η ,b⟩= n, η∈Ψ   n∈.

 A connected component of the complement of the union of these hyperplanes is called a Ψ-alcove .","Ψ-alcove"
"$\a$-rigid","Let $\alpha$ be an isomorphism between $T_n^*(\K)$ and $T_n^*(\K')$.  We
will say that a $k$-subspace $\pi_\infty$ of $H_\infty$ is \emph{$\a$-rigid}
if for every $(k+1)$-subspace $\pi$ containing
$\pi_\infty$, but not contained in $H_\infty$, the point set $\{ \a(P)|P
\in \pi, P\notin H_\infty\}$ spans a $(k+1)$-subspace.","1407.3953#1407.3953.tex","definition + \emph{}","Let α be an isomorphism between T_n^*() and T_n^*(').  We
will say that a k-subspace π_∞ of H_∞ is -rigid
if for every (k+1)-subspace π containing
π_∞, but not contained in H_∞, the point set {(P)|P
∈π, P∉ H_∞} spans a (k+1)-subspace.","-rigid"
"$\a$-rigid","Let $\alpha$ be an isomorphism between the graphs $\Gamma_{n,q}(\K)$ and $\Gamma_{n,q}(\K')$ (or between $T_n^*(\K)$ and $T_n^*(\K')$) that preserves the set $\P$.  We
will say that a $k$-subspace $\pi_\infty$ of $H_\infty$ is \emph{$\a$-rigid}
if for every $(k+1)$-subspace $\pi$ through
$\pi_\infty$, not contained in $H_\infty$, the point set $\{ \a(P)|P
\in \pi, P\notin H_\infty\}$ spans a $(k+1)$-subspace.","1207.4726#1207.4726.tex","definition + \emph{}","Let α be an isomorphism between the graphs Γ_n,q() and Γ_n,q(') (or between T_n^*() and T_n^*(')) that preserves the set .  We
will say that a k-subspace π_∞ of H_∞ is -rigid
if for every (k+1)-subspace π through
π_∞, not contained in H_∞, the point set {(P)|P
∈π, P∉ H_∞} spans a (k+1)-subspace.","-rigid"
"$\alpha$-content","For a box $\Box=(x,y)$ of a Young diagram we define its \emph{$\alpha$-content} by
\begin{equation*}
 \acontent(\Box)=\acontent(x,y):= A x - \frac{1}{A} y\in \Laurent. 
\end{equation*}","1603.04268#section-approximate-factorization.tex","definition + \emph{}","For a box =(x,y) of a Young diagram we define its α-content by

    ()=(x,y):= A x - 1/A y∈.
","α-content"
"$\alpha$-content","For a box $\Box=(x,y)$ of a Young diagram we define its \emph{$\alpha$-content} by
\begin{equation}
\label{eq:alpha-content}
 \acontent(\Box)=\acontent(x,y):= A x - \frac{1}{A} y\in \Laurent. 
\end{equation}","1506.06361#section-prologue.tex","definition + \emph{}","For a box =(x,y) of a Young diagram we define its α-content by

    ()=(x,y):= A x - 1/A y∈.
","α-content"
"$\cG$-parking function","[{Cf.~\cite{Mazin}}]\label{def-GPark}
Let $\cG=(V,A)$ be a (finite) directed connected multigraph without loops, where $V=[n]$ for some $n\in\N$.
A function $\pf\colon[n]\to\N_0$ is a \emph{$\cG$-parking function} if for every non-empty subset $I\subseteq[n]$ there exists a vertex $i\in I$ such that the number of elements $j\notin I$ such that $(i,j)\in A$, counted with multiplicity, is greater than or equal to $\pf(i)$.","1703.02509#1703.02509.tex","definition + \emph{}","[Cf. <cit.>]
Let =(V,A) be a (finite) directed connected multigraph without loops, where V=[n] for some n∈.
A function [n]→_0 is a -parking function if for every non-empty subset I⊆[n] there exists a vertex i∈ I such that the number of elements j∉ I such that (i,j)∈ A, counted with multiplicity, is greater than or equal to (i).","-parking function"
"$\cG$-parking function","[\cite{Mazin}, ad.]
\label{def-GPark}
Let $\cG=(V,A)$ be a (finite) directed loopless connected multigraph, where $V=[n]$ 
for some natural  $n$. Then
$\ba=(a_1,\dotsc,a_n)\in\N^n$ is a \emph{$\cG$-parking function} if for every non-empty subset $I\subseteq[n]$ there exists a vertex $i\in I$ such that the number of arcs $(i,j)\in A$ with $j\notin I$, counted with multiplicity, is greater than $a_i-2$.","1805.04153#1805.04153.tex","definition + \emph{}","[<cit.>, ad.]

Let =(V,A) be a (finite) directed loopless connected multigraph, where V=[n] 
for some natural  n. Then
=(a_1,…,a_n)∈^n is a -parking function if for every non-empty subset I⊆[n] there exists a vertex i∈ I such that the number of arcs (i,j)∈ A with j∉ I, counted with multiplicity, is greater than a_i-2.","-parking function"
"$\e$-regular partition","\label{def:e-reg-partition}
	A partition $\P$ of a $k$-graph $H$ is \emph{$\e$-regular} if
	$\sum_P |\K(P)| \le \e|V(H)|^k$ where the sum is over all $k$-polyads $P$ of $\P$ for which
	$H \cap \K(P)$ is not $\e$-regular in $P$.	
	%	all but at most $\e|V(H)|^k$ $k$-edges are underlied by $k$-polyads $P$ of $\P$ for which $H \cap \K(P)$ is $\e$-regular in $P$.	
	%the induced $k$-graph $H \cap \K(P)$ is $\e$-regular.	
	%every $S \sub P$ with $|\K(S)| \ge \e|\K(P)|$ has $d_{H}(S) = d_{H}(P) \pm \e$.","1907.07639#1907.07639.tex","definition[]","
	A partition  of a k-graph H is -regular if
	∑_P |(P)| ≤|V(H)|^k where the sum is over all k-polyads P of  for which
	H ∩(P) is not -regular in P.	
	
	
	","-regular partition"
"$\e$-regular partition","\label{def:e-reg-partition}
	A partition $\P$ of a $k$-graph $H$ is \emph{$\e$-regular} if 
	$\sum_P |\K(P)| \le \e|V(H)|^k$ where the sum is over all $k$-polyads $P$ of $\P$ for which
	$H \cap \K(P)$ is not $\e$-regular in $P$.	
	%	all but at most $\e|V(H)|^k$ $k$-edges are underlied by $k$-polyads $P$ of $\P$ for which $H \cap \K(P)$ is $\e$-regular in $P$.	
	%the induced $k$-graph $H \cap \K(P)$ is $\e$-regular.	
	%every $S \sub P$ with $|\K(S)| \ge \e|\K(P)|$ has $d_{H}(S) = d_{H}(P) \pm \e$.","1804.05513#1804.05513.tex","definition[]","
	A partition  of a k-graph H is -regular if 
	∑_P |(P)| ≤|V(H)|^k where the sum is over all k-polyads P of  for which
	H ∩(P) is not -regular in P.	
	
	
	","-regular partition"
