dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:Aggregation,Aggregation,"A set is intuitively defined as any aggregation of objects, called elements, which can be precisely defined in some way or other.

We can think of each set as a single entity in itself, and we can denote it (and usually do) by means of a single symbol.


That is, anything you care to think of can be a set. This concept is known as the  .


However, there are problems with the  . If we allow it to be used without any restrictions at all, paradoxes arise, the most famous example probably being Russell's Paradox.


Hence some sources define a set as a  'well-defined' collection of objects, leaving the concept of what constitutes well-definition to later in the exposition.",Definition:Set,"['Definitions/Set Theory', 'Definitions/Sets']","A set is intuitively defined as any aggregation of objects, called elements, which can be precisely defined in some way or other.

We can think of each set as a single entity in itself, and we can denote it (and usually do) by means of a single symbol.


That is, anything you care to think of can be a set. This concept is known as the  .


However, there are problems with the  . If we allow it to be used without any restrictions at all, paradoxes arise, the most famous example probably being Russell's Paradox.


Hence some sources define a set as a  'well-defined' collection of objects, leaving the concept of what constitutes well-definition to later in the exposition."
Definition:Aggregation,Aggregation,"An aggregation, in the context of physics, is a set of bodies (but usually particles) all of which are under the same or similar conditions, and which are assumed to behave (in certain aspects) as one body.

The concept is deliberately left vague.",Definition:Aggregation (Physics),"['Definitions/Aggregations (Physics)', 'Definitions/Physics', 'Definitions/Applied Mathematics']","An aggregation, in the context of physics, is a set of bodies (but usually particles) all of which are under the same or similar conditions, and which are assumed to behave (in certain aspects) as one body.

The concept is deliberately left vague."
Definition:Algebra,Algebra,Algebra is the branch of mathematics which studies the techniques of manipulation of objects and expressions.,Definition:Algebra (Mathematical Branch),['Definitions/Branches of Mathematics'],Algebra is the branch of mathematics which studies the techniques of manipulation of objects and expressions.
Definition:Algebra,Algebra,"Abstract algebra is a branch of mathematics which studies algebraic structures and algebraic systems.

It can be roughly described as the study of sets equipped with operations.",Definition:Abstract Algebra,"['Definitions/Branches of Mathematics', 'Definitions/Algebra', 'Definitions/Abstract Algebra']","Abstract algebra is a branch of mathematics which studies algebraic structures and algebraic systems.

It can be roughly described as the study of sets equipped with operations."
Definition:Algebra,Algebra,Vector Algebra is the branch of mathematics which studies the algebra of vector spaces.,Definition:Vector Algebra,"['Definitions/Branches of Mathematics', 'Definitions/Linear Algebra', 'Definitions/Vector Algebra']",Vector Algebra is the branch of mathematics which studies the algebra of vector spaces.
Definition:Algebra,Algebra,"Let $\left( X, \circ \right)$ be an algebraic structure.


$\left( X, \circ \right)$ is a $B$-algebra  if and only if  $\left( X, \circ \right)$ satisfies the $B$-algebra axioms:
 ",Definition:B-Algebra,"['Definitions/Algebraic Structures', 'Definitions/B-Algebras']","Let ( X, ∘) be an algebraic structure.


( X, ∘) is a B-algebra  if and only if  ( X, ∘) satisfies the B-algebra axioms:
 "
Definition:Algebra,Algebra,"In the context of abstract algebra, in particular ring theory and linear algebra, the following varieties of algebra exist:

* Definition:Boolean Algebra

* Definition:Algebra over Ring: an $R$-module $G_R$ over a commutative ring $R$ with a bilinear mapping $\oplus: G^2 \to G$.

* Definition:Algebra over Field: a vector space $G_F$ over a field $F$ with a bilinear mapping $\oplus: G^2 \to G$.

* Definition:Real Algebra: an algebra over a field where the field in question is the field of real numbers $\mathbb R$.

* Definition:Division Algebra: an algebra over a field $\left( A_F, \oplus \right)$ such that $\forall a, b \in A_F, b \ne \mathbf 0_A: \exists_1 x \in A_F, y \in A_F: a = b \oplus x, a = y \oplus b$.

* Definition:Associative Algebra: an algebra over a ring in which the bilinear mapping $\oplus$ is associative. 

* Definition:Unitary Algebra, also known as a Unital Algebra: an algebra over a ring $\left( A_R, \oplus \right)$ in which there exists an identity element, that is, a unit, usually denoted $1$, for $\oplus$.

* Definition:Unitary Division Algebra: a division algebra $\left( A_F, \oplus \right)$ in which there exists an identity element, that is, a unit, usually denoted $1$, for $\oplus$.

* Definition:Graded Algebra: an algebra over a ring where the ring has a gradation, that is, is a graded ring.

* Definition:Filtered Algebra: an algebra over a field which has a sequence of subalgebras which constitute a gradation.

* Definition:Quadratic Algebra: a filtered algebra whose generator consists of degree one elements, with defining relations of degree 2.

* Definition:Lie Algebra",Definition:Algebra (Abstract Algebra),['Definitions/Abstract Algebra'],"In the context of abstract algebra, in particular ring theory and linear algebra, the following varieties of algebra exist:

* Definition:Boolean Algebra

* Definition:Algebra over Ring: an R-module G_R over a commutative ring R with a bilinear mapping ⊕: G^2 → G.

* Definition:Algebra over Field: a vector space G_F over a field F with a bilinear mapping ⊕: G^2 → G.

* Definition:Real Algebra: an algebra over a field where the field in question is the field of real numbers ℝ.

* Definition:Division Algebra: an algebra over a field ( A_F, ⊕) such that ∀ a, b ∈ A_F, b 0_A: ∃_1 x ∈ A_F, y ∈ A_F: a = b ⊕ x, a = y ⊕ b.

* Definition:Associative Algebra: an algebra over a ring in which the bilinear mapping ⊕ is associative. 

* Definition:Unitary Algebra, also known as a Unital Algebra: an algebra over a ring ( A_R, ⊕) in which there exists an identity element, that is, a unit, usually denoted 1, for ⊕.

* Definition:Unitary Division Algebra: a division algebra ( A_F, ⊕) in which there exists an identity element, that is, a unit, usually denoted 1, for ⊕.

* Definition:Graded Algebra: an algebra over a ring where the ring has a gradation, that is, is a graded ring.

* Definition:Filtered Algebra: an algebra over a field which has a sequence of subalgebras which constitute a gradation.

* Definition:Quadratic Algebra: a filtered algebra whose generator consists of degree one elements, with defining relations of degree 2.

* Definition:Lie Algebra"
Definition:Algebraic,Algebraic,Algebraic topology is a branch of topology which uses tools from abstract algebra to study topological spaces.,Definition:Algebraic Topology,"['Definitions/Branches of Mathematics', 'Definitions/Abstract Algebra', 'Definitions/Algebraic Topology', 'Definitions/Topology']",Algebraic topology is a branch of topology which uses tools from abstract algebra to study topological spaces.
Definition:Algebraic,Algebraic,"Algebraic geometry is the branch of geometry which studies objects in multi-dimensional space using the techniques of abstract algebra.

In particular, techniques from commutative algebra are mainly used.

It also encompasses the study of algebraic varieties.",Definition:Algebraic Geometry,"['Definitions/Algebraic Geometry', 'Definitions/Geometry', 'Definitions/Branches of Mathematics']","Algebraic geometry is the branch of geometry which studies objects in multi-dimensional space using the techniques of abstract algebra.

In particular, techniques from commutative algebra are mainly used.

It also encompasses the study of algebraic varieties."
Definition:Algebraic,Algebraic,"Let $L / K$ be a field extension.

Let $A \subseteq L$ be a subset of $L$.

Let $K \left(   \right){\left\lbrace X_\alpha: \alpha \in A \right\rbrace }$ be the field of rational functions in the indeterminates $\left\langle X_\alpha \right\rangle_{\alpha \mathop \in A}$.


Then $A$ is algebraically independent over $K$  if and only if  there exists a homomorphism:
:$\phi: K \left(   \right){\left\lbrace X_\alpha: \alpha \in A \right\rbrace } \to L$
such that, for all $\alpha \in A$:
:$\phi \left(   \right){X_\alpha} = \alpha$",Definition:Algebraically Independent,['Definitions/Field Extensions'],"Let L / K be a field extension.

Let A ⊆ L be a subset of L.

Let K (   ){ X_α: α∈ A } be the field of rational functions in the indeterminates ⟨ X_α⟩_α∈ A.


Then A is algebraically independent over K  if and only if  there exists a homomorphism:
:ϕ: K (   ){ X_α: α∈ A }→ L
such that, for all α∈ A:
:ϕ(   )X_α = α"
Definition:Algebraic,Algebraic,"Algebraic number theory is the branch of abstract algebra which studies structures in which the usual number fields are embedded.

As such it can also be considered to be a branch of number theory.",Definition:Algebraic Number Theory,"['Definitions/Branches of Mathematics', 'Definitions/Algebraic Number Theory', 'Definitions/Number Theory']","Algebraic number theory is the branch of abstract algebra which studies structures in which the usual number fields are embedded.

As such it can also be considered to be a branch of number theory."
Definition:Algebraic,Algebraic,"A field extension $E / F$ is said to be algebraic  if and only if :
: $\forall \alpha \in E: \alpha$ is algebraic over $F$",Definition:Algebraic Field Extension,"['Definitions/Field Extensions', 'Definitions/Polynomial Theory']","A field extension E / F is said to be algebraic  if and only if :
: ∀α∈ E: α is algebraic over F"
Definition:Algebraic,Algebraic,"Let $K$ be a field.


An algebraic closure of $K$ is an algebraically closed algebraic field extension of $K$.


An algebraic closure of $K$ can be denoted $\overline K$.",Definition:Algebraic Closure,['Definitions/Field Theory'],"Let K be a field.


An algebraic closure of K is an algebraically closed algebraic field extension of K.


An algebraic closure of K can be denoted K."
Definition:Algebraic,Algebraic,An algebraic number field is a finite extension of the field of rational numbers $\mathbb Q$.,Definition:Algebraic Number Field,"['Definitions/Algebraic Number Theory', 'Definitions/Number Fields']",An algebraic number field is a finite extension of the field of rational numbers ℚ.
Definition:Algebraic,Algebraic,"Let $\left( S, \preceq \right)$ be an ordered set.


Then $\left( S, \preceq \right)$ is algebraic  if and only if 
:(for all elements $x$ of $S$: $x^{\mathrm{compact} }$ is directed)
and:
:$\left( S, \preceq \right)$ is up-complete and satisfies the axiom of $K$-approximation:
where $x^{\mathrm{compact} }$ denotes the compact closure of $x$.",Definition:Algebraic Ordered Set,['Definitions/Order Theory'],"Let ( S, ≼) be an ordered set.


Then ( S, ≼) is algebraic  if and only if 
:(for all elements x of S: x^compact is directed)
and:
:( S, ≼) is up-complete and satisfies the axiom of K-approximation:
where x^compact denotes the compact closure of x."
Definition:Alphabet,Alphabet,"Let $\mathcal L$ be a formal language.


The alphabet $\mathcal A$ of $\mathcal L$ is a set of symbols from which collations in $\mathcal L$ may be constructed.

An alphabet consists of the following parts:

:The letters
:The signs.

Depending on the specific nature of any particular formal language, these too may be subcategorized.


 

 


 ",Definition:Formal Language/Alphabet,"['Definitions/Alphabets (Formal Language)', 'Definitions/Formal Languages']","Let ℒ be a formal language.


The alphabet 𝒜 of ℒ is a set of symbols from which collations in ℒ may be constructed.

An alphabet consists of the following parts:

:The letters
:The signs.

Depending on the specific nature of any particular formal language, these too may be subcategorized.


 

 


 "
