file_name,extraction_rule,plain_text_def,plain_text_term
1412.0196#discrete_equi_of_polygons.tex,definition + \emph{},"[minimal edge]


A line segment E with endpoints in ℒ_d is said to be a d-minimal segment if E ∩ℒ_d consists precisely of the endpoints of E.",d-minimal segment
1412.0191#report_sept17.tex,definition + \emph{},"[minimal edge]


Let ℒ_d = 1/dℤ×1/dℤ. A line segment E with endpoints in ℒ_d is said to be a d-minimal segment if E ∩ℒ_d consists precisely of the endpoints of E.",d-minimal segment
1809.10355#gf-chromatic_arXiv.tex,definition + \textit{},"[Suzuki <cit.>]
Let G be an edge-colored graph.
Let f be a mapping from 
to ℤ_≥ 0.
G is said to be f-chromatic
if |E_c(G)| ≤ f(c) for any color c ∈. 
",f-chromatic
1106.2441#f-chro_sp_forest_Knm.tex,definition + \textit{},"Let f be a mapping from a given color set 
to the set of non-negative integers.
An edge-colored graph (G, , color) is said to be
f-chromatic
if |E_c(G)| ≤ f(c) for any color c ∈. 
",f-chromatic
1102.4802#f-chro-sp-forest.tex,definition + \textit{},"Let f be a mapping from a given color set 
to the set of non-negative integers.
An edge-colored graph (G, , color) is said to be
f-chromatic
if |E_c(G)| ≤ f(c) for any color c ∈. 
",f-chromatic
1204.2484#LRC-decide-rev-bib.tex,definition + \emph{},"
For a hive flow f ∈ B, a flow d ∈(G) is called fhive preserving if 
f + ε d ∈ B for sufficiently small ε>0.",fhive preserving
1209.1521#1209.1521.tex,definition + \emph{},"
Fix a hive flow f ∈ P.
A flow d ∈(G) is called fhive preserving ,
if there exists ε>0 such that f+ε d ∈ P.
We call a cycle fhive preserving if its induced flow is fhive preserving.",fhive preserving
0809.5123#growth-series.final.tex,theorem + \emph{},"<cit.>
The Hilbert series  of K[M'] can be written as

    H(K[M']; x)   =  h(x)/(1-x)^d+1,

where h(x), the h-polynomial of K[M'], is a polynomial of degree at most d=rank(M).",h-polynomial
1605.08819#alpha_colored_may_27.tex,definition + \emph{},"
The h-polynomial of a polytopal complex P of dimension n is the polynomial obtained by transforming the f-polynomial of P by h(t) = (1-t)^n-1f(t/(1-t)).",h-polynomial
1704.07039#part2.tex,definition + \emph{},"Let (V,σ,E) be a signed, colored graph of type (n,N) satisfying axioms 1,2 and 5. For a vertex w, the i-package of w is the connected component of E_2 ∪⋯∪ E_∪ E_∪⋯∪ E_ containing w.
  ",i-package of w
1005.3759#positivity.tex,definition + \emph{},"Let (V,σ,E) be a signed, colored graph of type (n,N)
  satisfying axioms 1,2 and 5. For w a vertex of V, the
  i-package of w is the connected component containing w
  of
  
    ( V, (σ_1, …, σ_, σ_, …,
      σ_N-1), E_2 ∪⋯∪E_ ∪E_
      ∪⋯∪E_ )
    

  
  ",i-package of w
1609.06022#supertoroid_paper.tex,definition + \textit{},"For i ∈ℤ_n we define the i^th packet V_i of V(_m,n,k) as

    V_i := { x^τα + ξ y^i k^ξ : 0 ≤τ≤ t-1  and  0 ≤ξ≤α -1 }.
",i^th
1908.07893#tropical_ehrhart.tex,definition + \emph{},"[Tropical Ehrhart coefficients]
Let P ⊆^d be a tropical lattice polytope.
We write

    _P^b(k) = ∑_i=0^d c_i^b(P) (b^k)^i

for its tropical Ehrhart polynomial and we call c_i^b(P) the i^th tropical Ehrhart coefficient of P.",i^th
1503.01604#document.tex,definition[],"Let G = (V, E) be a graph. G is called a planar
	graph , if there exists a planar embedding of G. An embedding of a graph G is 1-outerplanar , if it is
	planar, and all vertices lie on the exterior face. For k ≥ 2, an embedding
	of a graph G is k-outerplanar , if it is planar, and when
	all vertices on the outer face are deleted, then one obtains a
	(k-1)-outerplanar embedding of the resulting graph. If G admits a
	k-outerplanar embedding, then it is called a k-outerplanar graph .",k-Outerplanar Graph
1509.08315#document.tex,definition[],"
	Let G = (V, E) be a graph. G is called a planar
	graph , if there exists a planar embedding of G.
	An embedding of a graph G is 1-outerplanar , if it is
	planar, and all vertices lie on the exterior face. For k ≥ 2, an embedding
	of a graph G is k-outerplanar , if it is planar, and when
	all vertices on the outer face are deleted, then one obtains a
	(k-1)-outerplanar embedding of the resulting graph. If G admits a
	k-outerplanar embedding, then it is called a k-outerplanar graph .",k-Outerplanar Graph
1201.0171#SubDivChapArticle.tex,theorem + \emph{},"
If a sequence is k-regular and takes only a finite number of values, it is k-automatic .",k-automatic
1512.04326#1512.04326.tex,definition + \emph{},"A sequence ( a_i )_i ∈ is called k-automatic if
				its k-kernel is finite.",k-automatic
1501.02680#paper_fullerenes-ipr.tex,definition + \textit{},"[Cluster]
A k-clusterk-cluster C is a plane graph where all faces except one exterior face are triangles and that has the following properties:



  * All vertices of C have degree at most 6.


  * Vertices which are not on the boundary of C have degree 5 or 6.


  * C contains exactly k vertices with degree 5 which are not on the boundary.


  * No two vertices with degree 5 which are not on the boundary are adjacent.


  * Vertices with degree 5 which are not on the boundary are at distance at least 2 from the boundary.


  * Between any two vertices a,b of C which have degree 5 and which are not on the boundary, there is a path P from a to b so that each edge on P contains exactly one vertex with degree 5 which is not in the boundary.


  * No subgraph of C is a k-cluster.

",k-cluster
1110.0844#1110.0844.tex,definition + \emph{},"Let  be a set of patterns in ℒ𝒯(X). A tree T together with a collection of its subtrees T_1,…,T_k is said to be a k-cluster if the following two conditions hold:

 
  * For every i, the subtree T_i is an occurrence of a pattern from : (T_i)∈,
 
  * for every edge e of T that joins two internal vertices, it is an edge between the two internal vertices of some T_i.
 
By definition, the set of 0-clusters is the set of labels X.",k-cluster
1801.05195#containerpaperarxivupdate.tex,definition + \emph{},"[Extremal entropy relative to a graph sequence]


",k-colouring property of ;extremal entropy;relative to 
1607.08152#masterdraftJuly14Andrew.tex,definition + \emph{},"[Extremal entropy relative to a graph sequence]
	Let =(G_n)_n ∈ be a sequence of graphs on linearly ordered vertex sets. A k-colouring property of  is a sequence 𝒫=(𝒫_n)_n∈, where 𝒫_n is a collection of k-colourings of G_n. The extremal entropy of 𝒫 relative to  is
	
    (, 𝒫)=(G_n, 𝒫_n):=max{(t)  :   t∈ [k]^E(G_n),  ⟨ t ⟩⊆𝒫_n}.
",k-colouring property of ;extremal entropy;relative to 
1107.3914#tanglesV5.tex,definition + \emph{},"
	A matroid M is k-connected if M has no k'-separations with k' < k.",k-connected
1911.00446#Quantum_Connectivity.tex,definition + \emph{},Let k∈.  A quantum graph 𝒮⊆ M_n is called k-connected if every separator for 𝒮 has rank at least k.,k-connected
1510.07017#trijoin.tex,definition + \emph{},"[Fink–Jacobson <cit.>]
  For positive integers k, a vertex set D ⊂ V(G) is
  k-dependent if the induced subgraph G[D] has maximum
  degree at most k-1. A vertex set D is k-dominating if
  N(v) ∩ D≥ k for all v ∈ V(G) - D.",k-dependent;k-dominating
1407.2336#new-indmatching.tex,definition + \emph{},"For positive integers k, a vertex set D ⊂ V(G) is
  k-dependent if the induced subgraph G[D] has maximum
  degree at most k-1. A vertex set D is k-dominating if
  N(v) ∩ D≥ k for all v ∈ V(G) - D.",k-dependent;k-dominating
1305.5440#1305.5440.tex,definition + \emph{},"[Linear forms condition]
  
  A nonnegative function ν = ν^(N) : ℤ_N
  →ℝ_≥ 0 is said to obey the
  k-linear forms condition if one has
  
    [
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (i-j) x_i^(ω_i))^n_j,ω|
        x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N
        ]  = 1 + o(1)

  for any choices of exponents n_j,ω∈{0,1}.",k-linear forms condition
1307.4959#1307.4959.tex,definition + \emph{},"[Linear forms condition]
  
  A nonnegative function ν = ν^(N) : ℤ_N
  →ℝ_≥ 0 is said to obey the
  k-linear forms condition if one has
  
    [
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (i-j) x_i^(ω_i))^n_j,ω|
        x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N
        ]  = 1 + o(1)

  for any choice of exponents n_j,ω∈{0,1}.",k-linear forms condition
1403.2957#1403.2957.tex,definition + \emph{},"[Linear forms condition]
  
  A function ν : _N → [0,∞) satisfies the
  k-linear forms condition[As in the footnote to
    Definition <ref>, in our proof of
    Theorem <ref> we will make the simplifying assumption
    that N is coprime to
    (k-1)!. In the proof of the Green-Tao
    theorem, one can always make this assumption.] if
  
    _x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N[
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (j-i) x_i^(ω_i))^n_j,ω]  = 1 + o(1)

  for any choice of exponents n_j,ω∈{0,1}.",k-linear forms condition
1612.06026#2Universality_3.tex,definition + \emph{},"For a bipartite graph G(U,V) with |V| = k |U|, |U| disjoint copies of K_1,k (a star) is a k-matching from U to V.",k-matching
1710.04633#1710.04633.tex,definition[],"
Let ℋ=(V,ℰ) be an r-uniform hypergraph on n vertices and fix a positive integer 
k such that 1≤ k≤ r. A k-matching of ℋ is a collection of edges E_1,…,E_j∈ℰ such that every T∈Vk is contained in at most one E_i, i∈{1,…,j}. The maximum cardinality of a k-matching in a hypergraph, ℋ, is its k-matching number and is denoted by ν_k(ℋ).",k-matching
1510.07017#trijoin.tex,definition + \emph{},"For any set D ⊂ V(G) and any k ≥ 1, define
  ϕ_k(D) = kD - E(G[D]), and define ϕ_k(G)
  = max_D ⊂ V(G)ϕ_k(D). A k-optimal set is a
  k-dependent set achieving this maximum value of ϕ_k.",k-optimal set
1407.2336#new-indmatching.tex,definition + \emph{},"For any set D, define ϕ_k(D) = kD -
  E(G[D]). A k-optimal set is a k-dependent set
  maximizing ϕ_k over all k-dependent sets.",k-optimal set
1511.05945#1511.05945.tex,definition + \emph{},"Let d∈, k∈_+. We say that a sequence a∈ℓ^∞(^d) is k-regular if the limit

    a() ψ()

exists for every k-step nilsequence ψ^d→.",k-regular
1201.0171#SubDivChapArticle.tex,definition + \emph{},"A sequence a_n is k-regular if it can be completely defined by recurrences of the following form:

    a_k^m+r = ∑_i=1^L c_i a_k^m_i+r_i,

where m > m_i, 0≤ r ≤ k^m-1, and 0≤ r_i ≤ k^m_i-1, and the c_i can be any constants.",k-regular
1405.6493#1405.6493.tex,definition + \emph{},"[Allouche and Shallit <cit.>]
 A sequence (t(n))_n≥ 0 is called k-regular if
there exist m subsequences of n, say {n_l^(j)}_l≥0 (0≤ j≤
m-1), which satisfy for any i≥0 and 0≤ b<k^i, the subsequence (t(k^in+b))_n≥ 0 is a ℤ-linear combination of t(n_l^(j)).",k-regular
1512.04326#1512.04326.tex,definition + \emph{},"A sequence ( a_i )_i ∈, a_i ∈, is called
				k-regular if the vector subspace of ^ generated over  by
				its k-kernel is finitely dimensional.",k-regular
1705.08343#nonzerocoeff.tex,definition + \emph{},"
Let k≥ 2 be an integer. A sequence s=(s(n))_n≥ 0 is k-regular if ⟨𝒦_k(s)⟩ is a finitely-generated ℤ-module, i.e., there exists a finite number of sequences (t_1(n))_n≥ 0, …, (t_ℓ(n))_n≥ 0 such that every sequence in the ℤ-module generated by the k-kernel 𝒦_k(s) is a ℤ-linear combination of the t_r's. Otherwise stated, for all i≥ 0 and for all j∈{0,…, k^i - 1}, there
exist integers c_1, …, c_ℓ such that

    ∀ n ≥ 0,    s(k^i n + j) = ∑_r=1^ℓ 
    c_r  t_r (n).
",k-regular
1411.3646#Macdonald3colLamOct14.tex,definition + \emph{},"[Assaf <cit.>]
A k-ribbon word is a pair (w,c) consisting of a word w and a weakly increasing sequence of integers c
of the same length such that if c_i=c_i+1, then there exist integers h and j such that
(h,i),(i+1,j)∈_k(w,c) and (i,j),(h,i+1)∉_k(w,c).
In other words, c_h=c_i-k and w_i<w_h≤ w_i+1 while c_j=c_i+k and w_i≤ w_j<w_i+1.",k-ribbon word
1005.3759#positivity.tex,definition + \emph{},"A k-ribbon word is a pair (w,c) consisting of a word w
  and a non-decreasing sequence of integers c of the same length
  such that if c_i = c_, then there exist integers h and
  j such that (h,i), (,j) ∈Des_k(w,c) and
  (i,j),(h,) ∉Des_k(w,c). In other words, c_h =
  c_i-k and w_i < w_h ≤ w_i+1 while c_j = c_i+k and w_i
  ≤ w_j < w_i+1.
",k-ribbon word
1710.02021#toystablereg.tex,definition[],"
Given A⊆ G, A is said to have the k-order property if the graph Γ(G,A) has the k-order property. We say that A is k-stable if the graph Γ(G,A) is k-stable.",k-stable subset
1805.06847#1805.06847.tex,definition[],"
Let A⊆ G, and let k≥ 2 be an integer. Then A is said to have the k-order property if there exist sequences a_1,a_2,…,a_k and b_1,b_2,…,b_k in G such that a_i+b_j∈ A if and only if i≤ j. A set A⊆ G is said to be k-stable if it does not have the k-order property.",k-stable subset
1110.2570#1110.2570.tex,definition + \emph{},"We say that I(G) is k-steps linear whenever the minimal free resolution of I(G) over the polynomial ring
is linear for k steps, i.e., _i^S(I(G),K)_j = 0 for all 1≤ i≤ k and all j i+2.",k-steps linear
1406.0456#1406.0456.tex,definition + \emph{},"We say that I(G)^s is k-steps linear whenever the minimal free resolution of I(G)^s over the polynomial ring
is linear for k steps, i.e., _i^S(I(G)^s,K)_j = 0 for all 1≤ i≤ k and all j i+2s. We say I(G) has linear minimal free resolution if the minimal free resolution is k-steps linear for all k ≥ 1.",k-steps linear
0803.4418#0803.4418.tex,definition + \emph{},"Let G_1 and G_2 be graphs with disjoint vertex-sets, let k ≥ 0 be an
  integer, and for i=1,2 let X_i ⊆ V(G_i) be a set of pairwise
  adjacent vertices of size k. For i=1,2 let G_i' be obtained by deleting
  some (possibly none) edges with both ends in X_i. Let f : X_1 → X_2 be a
  bijection, and let G be the graph obtained from the union of G_1' and
  G_2' by identifying x with f(x) for all x ∈ X_1. In those
  circumstances we say that G is a k-sum of G_1 and G_2.",k-sum
1308.2211#sparse-tuza.tex,definition + \emph{},"Let G_1 and G_2 be graphs. A k-sum of G_1 and G_2 is any
  graph obtained by identifying the vertices of a k-clique in G_1 with
  a k-clique in G_2 and then possibly deleting some edges of the merged
  k-clique. (In particular, a 0-sum is a disjoint union.)",k-sum
1708.07656#main_CS.tex,definition + \emph{},Let X be a finite set of taxa. The k-th tier <cit.> on X is the set of all networks with label set X ♌and reticulation number k. ,k-th tier
1708.07656#main.tex,definition + \emph{},Let X be a (finite) set of taxa. The k-th tier on X is the set of all binary phylogenetic networks with label set X containing k reticulation nodes.,k-th tier
0808.3610#paper.tex,definition + \textit{},"Given a labeled graph G having vertex set
  V(G)={v_1,v_2,…,v_n} with vertices labeled by the rule
v_j ↦ j and an integer 0≤ k ≤ n, define a
k-window of G to be the subgraph of G induced by the
vertex set V = {v_i, v_i+1, …, v_i+k-1} for some i,
where vertex subscripts are reduced modulo n as appropriate, and
vertices are relabeled such that v_i↦ 1, v_i+1↦ 2,
…, v_i+k-1↦ k.  For each value of i such that 1≤
i≤ n, we denote the corresponding i^th
  k-window of G as W_G,k(i).  If G is clear from context,
we abbreviate our window as W_k(i).",k-window;i^th
0808.3610#gucycles_single_spaced.tex,definition + \textit{},"Given a labeled graph G with vertex set V(G)={v_0,v_1,…,v_n-1} with vertices labeled by the rule v_j ↦ j and an integer 0≤ k ≤ n-1, define a k-window of G to be the subgraph of G induced by the vertex set V = {v_i, v_i+1, …, v_i+k-1} for some i, where vertex subscripts are reduced modulo n as appropriate, and vertices are relabeled such that v_i↦ 0, v_i+1↦ 1, …, v_i+k-1↦ k-1.  For each value of i such that 0≤ i≤ n-1, we denote the corresponding i^th k-window of G as W_G,k(i).  If G is clear from context, we abbreviate our window as W_k(i).",k-window;i^th
1710.07179#MultidimensionalPosetDynamics_submit.tex,definition + \emph{},"[<cit.>]
We say that an n-dimensional lattice projection of a ranked poset P is an order and rank preserving map π : P →ℤ^n, where the rank function on ℤ^n is the sum of the coordinates and x ≤ y in ℤ^n if and only if the componentwise difference y-x is in (ℤ_≥ 0)^n.",n-dimensional lattice projection
1705.02665#2xaxb_Homomesy_Result_v5.tex,definition + \emph{},"[<cit.>]
We say that an n-dimensional lattice projection of a ranked poset P is an order and rank preserving map π : P →ℤ^n, where the rank function on ℤ^n is the sum of the coordinates and x ≤ y in ℤ^n if and only if the componentwise difference y-x is in (ℤ_≥ 0)^n.",n-dimensional lattice projection
1204.4429#1204.4429.tex,definition + \emph{},"(<cit.>) Let P be a set of n points contained in [0,1]^d, d ≥ 2. Let χ_B^  p_n^-1/s(x) be the characteristic function of the ball of radius n^-1/s centered at p, and define the measure

    d μ^s_P(x)=n^-1· n^d/s·∑_p ∈ Pχ_B^  p_n^-1/s(x)  dx.
 
We say that P is s-adaptable  if 


    I_s(μ^s_P)=∫∫|x-y|^-s dμ^s_P(x) dμ^s_P(y)<∞.
",s-adaptable
1009.2471#1009.2471.tex,definition + \emph{},"Let P be a set of n points contained in [0,1]^2. Define the measure

    d μ^s_P(x)=n^-1· n^d/s·∑_p ∈ Pχ_B^  p_n^-1/s(x)  dx,
 where χ_B^  p_n^-1/s(x) is the characteristic function of the ball of radius n^-1/s centered at p. We say that P is s-adaptable if 


    I_s(μ_P)=∫∫|x-y|^-s dμ^s_P(x) dμ^s_P(y)<∞.
",s-adaptable
