title,term,definition
Definition:Associative Algebra,Associative,"Let R be a commutative ring.

Let ( A_R, * ) be an algebra over R.


Then ( A_R, * ) is an associative algebra  if and only if  * is an associative operation.

That is:

:∀ a, b, c ∈ A_R: ( a * b ) * c = a * ( b * c )"
Definition:Atom (Logic),Atom,"In a particular branch of logic, certain concepts are at such a basic level of simplicity they can not be broken down into anything simpler.

Those concepts are called atoms or described as atomic.


Different branches of logic admit different atoms.


=== Propositional Logic ===
In propositional logic, the atoms are simple statements."
Definition:Atom of Measure,Atom,"Let ( X, x3a3, μ) be a measure space.


An element x ∈ X is said to be an atom (of μ)  if and only if :

:(1):   { x }∈x3a3
:(2):   μ(   ){ x } > 0

 "
Definition:Atom of Sigma-Algebra,Atom,"Let ( X, x3a3) be a measurable space.

Let E ∈x3a3 be non-empty.


E is said to be an atom (of x3a3)  if and only if  it satisfies:

:∀ F ∈x3a3: F ⊊ E  F = ∅


Thus, atoms are the minimal non-empty sets in x3a3 with respect to the subset ordering."
Definition:Atom of Lattice,Atom,"Let ( S, ∨, ∧, ≼) be a lattice.


An atom of ( S, ∨, ∧, ≼) is an element A ∈ S such that:
:∀ B ∈ S: B ≼ A, B  A  B =
:A
where  denotes the bottom of ( S, ∨, ∧, ≼)."
Definition:Atom (Physics),Atom,"An atom (in the context of physics and chemistry) is the smallest piece of matter that can exist of a particular type of substance.


Atoms can be subdivided into smaller particles, but then it ceases to be that substance.


=== Diameter ===
The diameter of an atom (considered approximately spherical) is between about 1 and 5 angstroms."
Definition:Automorphism (Abstract Algebra),Automorphism,"An automorphism is an isomorphism from an algebraic structure to itself.

This applies to the term isomorphism as used both in the sense of bijective homomorphism as well as that of an order isomorphism.


Hence an automorphism is a permutation which is either a homomorphism or an order isomorphism, depending on context.


=== Semigroup Automorphism ===
Let ( S, ∘) be a semigroup.

Let ϕ: S → S be a (semigroup) isomorphism from S to itself.


Then ϕ is a semigroup automorphism.

=== Group Automorphism ===
Let ( G, ∘) be a group.

Let ϕ: G → G be a (group) isomorphism from G to itself.


Then ϕ is a group automorphism.

=== Ring Automorphism ===
Let ( R, +, ∘) be a ring.

Let ϕ: R → R be a (ring) isomorphism.


Then ϕ is a ring automorphism.

That is, a ring automorphism is a (ring) isomorphism from a ring to itself.

=== Field Automorphism ===
Let ( F, +, ∘) be a field.

Let ϕ: F → F be a (field) isomorphism from F to itself.


Then ϕ is a field automorphism.

=== R-Algebraic Structure Automorphism ===
Let ( S, ∗_1, ∗_2, …, ∗_n, ∘)_R be an R-algebraic structure.

Let ϕ: S → S be an R-algebraic structure isomorphism from S to itself.


Then ϕ is an R-algebraic structure automorphism.


This definition continues to apply when S is a module, and also when it is a vector space.


=== Module Automorphism ===
Let ( G, +_G, ∘)_R be an R-module.

Let ϕ: G → G be a module isomorphism to itself.


Then ϕ is a module automorphism.

=== Vector Space Automorphism ===
Let V be a K-vector space.

Let ϕ: V → V be a vector space isomorphism to itself.


Then ϕ is a vector space automorphism.

=== Ordered Structure Automorphism ===
Let ( S, ∘, ≼) be an ordered structures.

Let ϕ: S → S be an ordered structure isomorphism from S to itself.


Then ϕ is an ordered structure automorphism.


=== Ordered Semigroup Automorphism ===
Let ( S, ∘, ≼) be an ordered semigroup.

An ordered semigroup automorphism from ( S, ∘, ≼) to itself is a mapping ϕ: S → S that is both:

:(1): A semigroup automorphism, that is, a semigroup isomorphism from the semigroup ( S, ∘) to itself

:(2): An order isomorphism from the ordered set ( S, ≼) to itself.

=== Ordered Group Automorphism ===
Let ( G, ∘, ≼) be an ordered group.

An ordered group automorphism from ( G, ∘, ≼) to itself is a mapping ϕ: G → G that is both:

:(1): A group automorphism, that is, a group isomorphism from the group ( G, ∘) to itself

:(2): An order isomorphism from the ordered set ( G, ≼) to itself.

=== Ordered Ring Automorphism ===
Let ( R, +, ∘, ≼) be an ordered ring.


An ordered ring automorphism from ( R, +, ∘, ≼) to itself is a mapping ϕ: R → R that is both:

:(1): An ordered group automorphism from the ordered group ( R, +, ≼) to itself

:(2): A semigroup automorphism from the semigroup ( R, ∘) to itself."
Definition:Embedding (Model Theory),Automorphism,"Let ℳ and 𝒩 be ℒ-structures with universes M and N respectively.


j: ℳ→𝒩 is an ℒ-embedding  if and only if  it is an injective map M → N which preserves interpretations of all symbols in ℒ; that is, such that:
:j (   )f^ℳ(   )a_1, …, a_n_f = f^𝒩(   )j (   )a_1, …, j (   )a_n_f for all function symbols f in ℒ and a_1, …, a_n_f in M
:( a_1, …, a_n_R) ∈ R^ℳ( j (   )a_1, …, j (   )a_n_R) ∈ R^𝒩 for all relation symbols R in ℒ and a_1, …, a_n_R in M
:j (   )c^ℳ = c^𝒩 for all constant symbols c in ℒ.


=== Partial Embedding ===

A common method of constructing isomorphisms and elementary embeddings in proofs is to recursively define them a finite number of elements at a time.  For this  purpose, it is useful to have a definition of embeddings using functions which are only defined on a subset of M:


Let A ⊆ M be a subset of M.


j: A →𝒩 is a partial ℒ-embedding  if and only if  it is an injective map A → N which preserves interpretations of all symbols in ℒ applied to elements of A; that is, such that:
:j (   )f^ℳ(   )a_1, …, a_n_f = f^𝒩(   )j (   )a_1, …, j (   )a_n_f for  all function symbols f in ℒ and a_1, …, a_n_f in A
:( a_1, …, a_n_R) ∈ R^ℳ( j (   )a_1, …, j (   )a_n_R) ∈ R^𝒩 for all relation symbols R in ℒ and a_1, …, a_n_R in A
:j (   )c^ℳ = c^𝒩 for all constant symbols c in ℒ.


=== Isomorphism ===

j: ℳ→𝒩 is an ℒ-isomorphism  if and only if  it is a bijective ℒ-embedding.


=== Automorphism ===

j: ℳ→𝒩 is an ℒ-automorphism  if and only if  it is an ℒ-isomorphism and ℳ = 𝒩.


It is often useful to talk about automorphisms which are constant on subsets of M.  So, there is a definition and a notation for doing so:

Let A ⊆ M be a subset of M, and let b ∈ M.


An ℒ-automorphism j is an A-automorphism  if and only if  j (   )a = a for all a∈ A.

An ℒ-automorphism j is an A, b-automorphism  if and only if  it is an ( A ∪{ b })-automorphism; that is: j (   )a = a for all a ∈ A and also j (   )b = b."
Definition:Auxiliary Equation,Auxiliary,"Let:
:(1):    y' ' + p y' + q y = 0
be a constant coefficient homogeneous linear second order ODE.


The auxiliary equation of (1) is the quadratic equation:
:m^2 + p m + q = 0"
Definition:Auxiliary Relation,Auxiliary,"Let L = ( S, ∨, ≼) be a bounded below join semilattice.

Let ℛ⊆ S × S be a relation on S.


Then ℛ is an auxiliary relation  if and only if  ℛ satisfies the auxiliary relation axioms:
 "
Definition:Auxiliary Circle,Auxiliary,"Let 𝒦 be a central conic, that is, an ellipse or a hyperbola.

The auxiliary circle of 𝒦 is the eccentric circle whose diameter coincides with the major axis of 𝒦.


=== Auxiliary Circle of Ellipse ===
Let E be an ellipse.

The auxiliary circle of E is the eccentric circle whose diameter coincides with the major axis of E:

:

In the above diagram, the auxiliary circle of E is the circle C.

=== Auxiliary Circle of Hyperbola ===
Let H be a hyperbola.

The auxiliary circle of H is the eccentric circle whose diameter coincides with the major axis of H:

:

In the above diagram, the auxiliary circle of H is the circle C."
Definition:Auxiliary Angle,Auxiliary,"Consider the expression:

:(1):    p sin x + q cos x

where x ∈ℝ.

Let (1) be expressed in the form:
:(2):    R cos(   )x + α

or:
:(3):    R sin(   )x + α


The angle α is known as the auxiliary angle of either (2) or (3) as appropriate."
Definition:Baire Space (Topology),Baire Space,"Let T = ( S, τ) be a topological space.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if  the union of any countable set of closed sets of T whose interiors are empty also has an empty interior.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if  the intersection of any countable set of open sets of T which are everywhere dense is everywhere dense.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if  the interior of the union of any countable set of closed sets of T which are nowhere dense is empty.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if , whenever the union of any countable set of closed sets of T has an interior point, then one of those closed sets must have an interior point."
Definition:Baire Space (Set Theory),Baire Space,"The Baire space 𝐁 is defined as the set of all infinite sequences of natural numbers.

It can also be defined as the Cartesian product of a countably infinite number of copies of the set of natural numbers."
Definition:Bar Chart,Bar,"A bar chart is a form of graph which consists of a finite set of (usually) vertical bars whose length determines the statistic being communicated.


:"
Definition:Bar (Unit),Bar,"The bar is a CGS unit of pressure.


It is defined as being:

:The amount of pressure equal to exactly 100   000 pascals.


=== Conversion Factors ===
"
Definition:Bar (Mechanics),Bar,A bar is a straight rigid body whose length in one dimension is such that its width in the other two dimensions is negligible.
Definition:Base of Geometric Figure,Base,"The base of a geometric figure is a specific part of that figure which is distinguished from the remainder of that figure and placed (actually or figuratively) at the bottom of a depiction or visualisation.

In some cases the base is truly qualitiatively different from the rest of the figure.

In other cases the base is selected arbitrarily as one of several parts of the figure which may equally well be so chosen."
Definition:Triangle (Geometry)/Base,Base,":


For a given triangle, one of the sides can be distinguished as being the base.

It is immaterial which is so chosen.

The usual practice is that the triangle is drawn so that the base is made horizontal, and at the bottom.

In the above diagram, it would be conventional for the side AC to be identified as the base."
Definition:Triangle (Geometry)/Isosceles/Base,Base,":


The base of an isosceles triangle is specifically defined to be the side which is a different length from the other two.

In the above diagram, BC is the base."
Definition:Parallelogram/Base,Base,":

In a given parallelogram, one of the sides is distinguished as being the base.

It is immaterial which is so chosen, but usual practice is that it is one of the two longer sides.

In the parallelogram above, line AB is considered to be the base."
Definition:Segment of Circle/Base,Base,":

The base of a segment of a circle is the straight line forming one of the boundaries of the seqment.

In the above diagram, AB is the base of the highlighted segment."
Definition:Cone (Geometry)/Base,Base,"Consider a cone consisting of the set of all straight lines joining the boundary of a plane figure PQR to a point A not in the same plane of PQR:


:


The plane figure PQR is called the base of the cone."
Definition:Basis (Topology),Basis,"=== Analytic Basis ===
=== Definition 1 ===
Let ( S, τ) be a topological space.


An analytic basis for τ is a subset ℬ⊆τ such that:
:∀ U ∈τ: ∃𝒜⊆ℬ: U = ⋃𝒜


That is, such that for all U ∈τ, U is a union of sets from ℬ.

=== Definition 2 ===
Let ( S, τ) be a topological space.

Let ℬ⊆τ.


Then ℬ is an analytic basis for τ  if and only if :
:∀ U ∈τ: ∀ x ∈ U: ∃ V ∈ℬ: x ∈ V ⊆ U

=== Synthetic Basis ===
Let S be a set.


A synthetic basis on S is a subset ℬ⊆𝒫( S ) of the power set of S such that:

 
 
 
 

That is, the intersection of any pair of elements of ℬ is a union of sets of ℬ."
