title,term,definition
Definition:Morphism,Arrow,"Let 𝐂 be a metacategory.


A morphism of 𝐂 is an object f, together with:

* A domain dom f, which is an object of 𝐂
* A codomain cod f, also an object of 𝐂


The collection of all morphisms of 𝐂 is denoted 𝐂_1.


If A is the domain of f and B is its codomain, this is mostly represented by writing:

:f: A → B or A  f ⟶ B"
Definition:Functor,Arrow,"Informally, a functor is a morphism of categories.

It may be described as what one must define in order to define a natural transformation.

This is formalized by defining the category of categories.


=== Covariant Functor ===
Let 𝐂 and 𝐃 be metacategories.


A covariant functor F: 𝐂→𝐃 consists of:

* An object functor F_0 that assigns to each object X of 𝐂 an object FX of 𝐃.

* An arrow functor F_1 that assigns to each arrow f: X → Y of 𝐂 an arrow Ff : FX → FY of 𝐃.


These functors must satisfy, for any morphisms X  f ⟶ Y  g ⟶ Z in 𝐂:

:F (   )g ∘ f = F g ∘ F f
and:
:F (   )id_X = id_F X

where id_W denotes the identity arrow on an object W, and ∘ is the composition of morphisms.


The behaviour of a covariant functor can be pictured as follows:

::<4em,4em>*𝐂 = ""C"",
<0em,0em>*+X = ""a"",
<4em,0em>*+Y = ""b"",
<4em,-4em>*+Z= ""c"",

""a"";""b"" **@- ?>*@> ?<>(.5)*!/_1em/f,
""b"";""c"" **@- ?>*@> ?<>(.5)*!/_1em/g,
""a"";""c"" **@- ?>*@> ?<>(.5)*!/^1em/g ∘ f,

""C""+/r9em/*𝐃,
""C""+/r2em/;""C""+/r6em/ **@- ?>*@> ?*!/_1em/F,

""b""+/r2em/+/_2em/;""b""+/r6em/+/_2em/ **@  ?>*@2> ?<>(.5)*!/_.6em/F,

""a""+/r13em/*+FX=""Fa"", 
""b""+/r13em/*+FY=""Fb"", 
""c""+/r13em/*+FZ=""Fc"",

""Fa"";""Fb"" **@- ?>*@> ?<>(.5)*!/_1em/Ff,
""Fb"";""Fc"" **@- ?>*@> ?<>(.5)*!/_1em/Fg,
""Fa"";""Fc"" **@- ?>*@> ?<>(.7)*!/r3em/F (g ∘ f) = 
 Fg ∘ Ff,

=== Contravariant Functor ===
=== Definition 1 ===
Let 𝐂 and 𝐃 be metacategories.


A contravariant functor F : 𝐂→𝐃 consists of:

* An object functor F_0 that assigns to each object X of 𝐂 an object FX of 𝐃.

* An arrow functor F_1 that assigns to each arrow f : X → Y of 𝐂 an arrow Ff : FY → FX of 𝐃.


These functors must satisfy, for any morphisms X  f ⟶ Y  g ⟶ Z in 𝐂:

:F (   )g ∘ f = F f ∘ F g
and:
:F (   )id_X = id_F X

where:
:id_W denotes the identity arrow on an object W
and:
:∘ is the composition of morphisms.

=== Definition 2 ===
Let 𝐂 and 𝐃 be metacategories.

A contravariant functor F : 𝐂→𝐃 is a covariant functor:
:F: 𝐂^op→𝐃
where 𝐂^op is the dual category of 𝐂."
Definition:Morphism Category,Arrow,"Let 𝐂 be a metacategory.


Its morphism category, denoted 𝐂^→, is defined as follows:

 


The morphisms of 𝐂^→ can be made more intuitive by the following diagram:

::<-2em,0em>*+f = ""f"",
<2em,0em>*+f' = ""f2"",

""f"";""f2"" **@- ?>*@> ?*!/_1em/( g_1, g_2 ) ,

<3em,0em>*:,

<7em,2em>*+A = ""A"",
<7em,-2em>*+B = ""B"",
<11em,2em>*+A' = ""A2"",
<11em,-2em>*+B' = ""B2"",

""A"";""B"" **@- ?>*@> ?*!/^1em/f,
""A"";""A2"" **@- ?>*@> ?*!/_1em/g_1,
""A2"";""B2"" **@- ?>*@> ?*!/_1em/f',
""B"";""B2"" **@- ?>*@> ?*!/^1em/g_2

The composition likewise benefits from a diagrammatic representation:

::<4em,5em>*( h_1, h_2 ) ∘( g_1, g_2 ) ,

<0em,2em>*+A = ""A"",
<0em,-2em>*+B = ""B"",
<4em,2em>*+A' = ""A2"",
<4em,-2em>*+B' = ""B2"",

""A"";""B"" **@- ?>*@> ?*!/^1em/f,
""A"";""A2"" **@- ?>*@> ?*!/_1em/g_1,
""A2"";""B2"" **@- ?>*@> ?*!/_1em/f',
""B"";""B2"" **@- ?>*@> ?*!/^1em/g_2,

<8em,2em>*+A = ""A3"",
<8em,-2em>*+B = ""B3"",

""A2"";""A3"" **@- ?>*@> ?*!/_1em/h_1,
""B2"";""B3"" **@- ?>*@> ?*!/^1em/h_2,
""A3"";""B3"" **@- ?>*@> ?*!/_1em/f,

<12em,5em>*=,
<10em,0em>;<14em,0em> **@  ?>*@2>,

<20em,5em>*+( h_1 ∘ g_1, h_2 ∘ g_2 ) ,

<16em,2em>*+A = ""AA"",
<16em,-2em>*+B = ""BB"",
<24em,2em>*+A = ""AA3"",
<24em,-2em>*+B = ""BB3"",

""AA"";""BB"" **@- ?>*@> ?*!/^1em/f,
""AA"";""AA3"" **@- ?>*@> ?*!/_1em/h_1 ∘ g_1,
""AA3"";""BB3"" **@- ?>*@> ?*!/_1em/f,
""BB"";""BB3"" **@- ?>*@> ?*!/^1em/h_2 ∘ g_2,"
Definition:Artinian Ring,Artinian,"Let A be a commutative ring with unity.

Then A is Artinian  if and only if  it is Artinian as an A-module.

 "
Definition:Artinian Module,Artinian,"Let A be a commutative ring with unity.

Let M be an A-module.


=== Definition 1 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Artinian module  if and only if :
:M satisfies the descending chain condition.

=== Definition 2 ===
Let A be a commutative ring with unity.

Let M be an A-module


M is a Artinian module  if and only if :
:M satisfies the minimal condition."
Definition:Associative Operation,Associative,"Let S be a set.

Let ∘ : S × S → S be a binary operation.


Then ∘ is associative  if and only if :

:∀ x, y, z ∈ S: ( x ∘ y ) ∘ z = x ∘( y ∘ z )"
Definition:Power-Associative Operation,Associative,"Let ∘ be a binary operation.

Then ∘ is defined as being power-associative on S  if and only if :

:∀ x ∈ S: ( x ∘ x ) ∘ x = x ∘( x ∘ x )"
Definition:Semigroup,Associative,"Let ( S, ∘) be a magma.


Then ( S, ∘) is a semigroup  if and only if  ∘ is associative on S.


That is:

:A semigroup is an algebraic structure which is closed and whose operation is associative.


=== Semigroup Axioms ===

The properties that define a semigroup can be gathered together as follows:

 

=== Multiplicative Semigroup ===
Let ( S, ∘) be a semigroup whose operation is multiplication.


Then ( S, ∘) is a multiplicative semigroup.


It is implicit in this definition that the elements of S are numbers, or objects derived from numbers upon which the concept of multiplication is applicable.

=== Additive Semigroup ===
Let ( S, ∘) be a semigroup whose operation is addition.


Then ( S, ∘) is an additive semigroup.


It is implicit in this definition that the elements of S are numbers, or objects derived from numbers upon which the concept of addition is applicable."
Definition:Associative Algebra,Associative,"Let R be a commutative ring.

Let ( A_R, * ) be an algebra over R.


Then ( A_R, * ) is an associative algebra  if and only if  * is an associative operation.

That is:

:∀ a, b, c ∈ A_R: ( a * b ) * c = a * ( b * c )"
Definition:Atom (Logic),Atom,"In a particular branch of logic, certain concepts are at such a basic level of simplicity they can not be broken down into anything simpler.

Those concepts are called atoms or described as atomic.


Different branches of logic admit different atoms.


=== Propositional Logic ===
In propositional logic, the atoms are simple statements."
Definition:Atom of Measure,Atom,"Let ( X, x3a3, μ) be a measure space.


An element x ∈ X is said to be an atom (of μ)  if and only if :

:(1):   { x }∈x3a3
:(2):   μ(   ){ x } > 0

 "
Definition:Atom of Sigma-Algebra,Atom,"Let ( X, x3a3) be a measurable space.

Let E ∈x3a3 be non-empty.


E is said to be an atom (of x3a3)  if and only if  it satisfies:

:∀ F ∈x3a3: F ⊊ E  F = ∅


Thus, atoms are the minimal non-empty sets in x3a3 with respect to the subset ordering."
Definition:Atom of Lattice,Atom,"Let ( S, ∨, ∧, ≼) be a lattice.


An atom of ( S, ∨, ∧, ≼) is an element A ∈ S such that:
:∀ B ∈ S: B ≼ A, B  A  B =
:A
where  denotes the bottom of ( S, ∨, ∧, ≼)."
Definition:Atom (Physics),Atom,"An atom (in the context of physics and chemistry) is the smallest piece of matter that can exist of a particular type of substance.


Atoms can be subdivided into smaller particles, but then it ceases to be that substance.


=== Diameter ===
The diameter of an atom (considered approximately spherical) is between about 1 and 5 angstroms."
Definition:Automorphism (Abstract Algebra),Automorphism,"An automorphism is an isomorphism from an algebraic structure to itself.

This applies to the term isomorphism as used both in the sense of bijective homomorphism as well as that of an order isomorphism.


Hence an automorphism is a permutation which is either a homomorphism or an order isomorphism, depending on context.


=== Semigroup Automorphism ===
Let ( S, ∘) be a semigroup.

Let ϕ: S → S be a (semigroup) isomorphism from S to itself.


Then ϕ is a semigroup automorphism.

=== Group Automorphism ===
Let ( G, ∘) be a group.

Let ϕ: G → G be a (group) isomorphism from G to itself.


Then ϕ is a group automorphism.

=== Ring Automorphism ===
Let ( R, +, ∘) be a ring.

Let ϕ: R → R be a (ring) isomorphism.


Then ϕ is a ring automorphism.

That is, a ring automorphism is a (ring) isomorphism from a ring to itself.

=== Field Automorphism ===
Let ( F, +, ∘) be a field.

Let ϕ: F → F be a (field) isomorphism from F to itself.


Then ϕ is a field automorphism.

=== R-Algebraic Structure Automorphism ===
Let ( S, ∗_1, ∗_2, …, ∗_n, ∘)_R be an R-algebraic structure.

Let ϕ: S → S be an R-algebraic structure isomorphism from S to itself.


Then ϕ is an R-algebraic structure automorphism.


This definition continues to apply when S is a module, and also when it is a vector space.


=== Module Automorphism ===
Let ( G, +_G, ∘)_R be an R-module.

Let ϕ: G → G be a module isomorphism to itself.


Then ϕ is a module automorphism.

=== Vector Space Automorphism ===
Let V be a K-vector space.

Let ϕ: V → V be a vector space isomorphism to itself.


Then ϕ is a vector space automorphism.

=== Ordered Structure Automorphism ===
Let ( S, ∘, ≼) be an ordered structures.

Let ϕ: S → S be an ordered structure isomorphism from S to itself.


Then ϕ is an ordered structure automorphism.


=== Ordered Semigroup Automorphism ===
Let ( S, ∘, ≼) be an ordered semigroup.

An ordered semigroup automorphism from ( S, ∘, ≼) to itself is a mapping ϕ: S → S that is both:

:(1): A semigroup automorphism, that is, a semigroup isomorphism from the semigroup ( S, ∘) to itself

:(2): An order isomorphism from the ordered set ( S, ≼) to itself.

=== Ordered Group Automorphism ===
Let ( G, ∘, ≼) be an ordered group.

An ordered group automorphism from ( G, ∘, ≼) to itself is a mapping ϕ: G → G that is both:

:(1): A group automorphism, that is, a group isomorphism from the group ( G, ∘) to itself

:(2): An order isomorphism from the ordered set ( G, ≼) to itself.

=== Ordered Ring Automorphism ===
Let ( R, +, ∘, ≼) be an ordered ring.


An ordered ring automorphism from ( R, +, ∘, ≼) to itself is a mapping ϕ: R → R that is both:

:(1): An ordered group automorphism from the ordered group ( R, +, ≼) to itself

:(2): A semigroup automorphism from the semigroup ( R, ∘) to itself."
Definition:Embedding (Model Theory),Automorphism,"Let ℳ and 𝒩 be ℒ-structures with universes M and N respectively.


j: ℳ→𝒩 is an ℒ-embedding  if and only if  it is an injective map M → N which preserves interpretations of all symbols in ℒ; that is, such that:
:j (   )f^ℳ(   )a_1, …, a_n_f = f^𝒩(   )j (   )a_1, …, j (   )a_n_f for all function symbols f in ℒ and a_1, …, a_n_f in M
:( a_1, …, a_n_R) ∈ R^ℳ( j (   )a_1, …, j (   )a_n_R) ∈ R^𝒩 for all relation symbols R in ℒ and a_1, …, a_n_R in M
:j (   )c^ℳ = c^𝒩 for all constant symbols c in ℒ.


=== Partial Embedding ===

A common method of constructing isomorphisms and elementary embeddings in proofs is to recursively define them a finite number of elements at a time.  For this  purpose, it is useful to have a definition of embeddings using functions which are only defined on a subset of M:


Let A ⊆ M be a subset of M.


j: A →𝒩 is a partial ℒ-embedding  if and only if  it is an injective map A → N which preserves interpretations of all symbols in ℒ applied to elements of A; that is, such that:
:j (   )f^ℳ(   )a_1, …, a_n_f = f^𝒩(   )j (   )a_1, …, j (   )a_n_f for  all function symbols f in ℒ and a_1, …, a_n_f in A
:( a_1, …, a_n_R) ∈ R^ℳ( j (   )a_1, …, j (   )a_n_R) ∈ R^𝒩 for all relation symbols R in ℒ and a_1, …, a_n_R in A
:j (   )c^ℳ = c^𝒩 for all constant symbols c in ℒ.


=== Isomorphism ===

j: ℳ→𝒩 is an ℒ-isomorphism  if and only if  it is a bijective ℒ-embedding.


=== Automorphism ===

j: ℳ→𝒩 is an ℒ-automorphism  if and only if  it is an ℒ-isomorphism and ℳ = 𝒩.


It is often useful to talk about automorphisms which are constant on subsets of M.  So, there is a definition and a notation for doing so:

Let A ⊆ M be a subset of M, and let b ∈ M.


An ℒ-automorphism j is an A-automorphism  if and only if  j (   )a = a for all a∈ A.

An ℒ-automorphism j is an A, b-automorphism  if and only if  it is an ( A ∪{ b })-automorphism; that is: j (   )a = a for all a ∈ A and also j (   )b = b."
