title,term,definition
Definition:Preimage/Mapping/Element,Argument,"Let f: S → T be a mapping.

Let f^-1⊆ T × S be the inverse of f, defined as:

:f^-1 = {( t, s ): f (   )s = t }


Every s ∈ S such that f (   )s = t is called a preimage of t.


The preimage of an element t ∈ T is defined as:

:f^-1(   )t := { s ∈ S: f (   )s = t }


This can also be expressed as:
:f^-1(   )t := { s ∈Img( f^-1): ( t, s ) ∈ f^-1}


That is, the preimage of t under f is the image of t under f^-1."
Definition:Independent Variable,Argument,"=== Real Function ===
Let f: ℝ→ℝ be a real function.

Let f (   )x = y.

Then x is referred to as an independent variable.

=== Complex Function ===
Let f: ℂ→ℂ be a complex function.

Let f (   )z = w.


Then z is referred to as an independent variable (of f)."
Definition:Polar Coordinates/Angular Coordinate,Argument,"Let P be a point in a system of polar coordinates where O is the pole.


The angle measured anticlockwise from the polar axis to OP is called the angular coordinate of P, and usually labelled θ.

If the angle is measured clockwise from the polar axis to OP, its value is considered negative."
Definition:Morphism,Arrow,"Let 𝐂 be a metacategory.


A morphism of 𝐂 is an object f, together with:

* A domain dom f, which is an object of 𝐂
* A codomain cod f, also an object of 𝐂


The collection of all morphisms of 𝐂 is denoted 𝐂_1.


If A is the domain of f and B is its codomain, this is mostly represented by writing:

:f: A → B or A  f ⟶ B"
Definition:Functor,Arrow,"Informally, a functor is a morphism of categories.

It may be described as what one must define in order to define a natural transformation.

This is formalized by defining the category of categories.


=== Covariant Functor ===
Let 𝐂 and 𝐃 be metacategories.


A covariant functor F: 𝐂→𝐃 consists of:

* An object functor F_0 that assigns to each object X of 𝐂 an object FX of 𝐃.

* An arrow functor F_1 that assigns to each arrow f: X → Y of 𝐂 an arrow Ff : FX → FY of 𝐃.


These functors must satisfy, for any morphisms X  f ⟶ Y  g ⟶ Z in 𝐂:

:F (   )g ∘ f = F g ∘ F f
and:
:F (   )id_X = id_F X

where id_W denotes the identity arrow on an object W, and ∘ is the composition of morphisms.


The behaviour of a covariant functor can be pictured as follows:

::<4em,4em>*𝐂 = ""C"",
<0em,0em>*+X = ""a"",
<4em,0em>*+Y = ""b"",
<4em,-4em>*+Z= ""c"",

""a"";""b"" **@- ?>*@> ?<>(.5)*!/_1em/f,
""b"";""c"" **@- ?>*@> ?<>(.5)*!/_1em/g,
""a"";""c"" **@- ?>*@> ?<>(.5)*!/^1em/g ∘ f,

""C""+/r9em/*𝐃,
""C""+/r2em/;""C""+/r6em/ **@- ?>*@> ?*!/_1em/F,

""b""+/r2em/+/_2em/;""b""+/r6em/+/_2em/ **@  ?>*@2> ?<>(.5)*!/_.6em/F,

""a""+/r13em/*+FX=""Fa"", 
""b""+/r13em/*+FY=""Fb"", 
""c""+/r13em/*+FZ=""Fc"",

""Fa"";""Fb"" **@- ?>*@> ?<>(.5)*!/_1em/Ff,
""Fb"";""Fc"" **@- ?>*@> ?<>(.5)*!/_1em/Fg,
""Fa"";""Fc"" **@- ?>*@> ?<>(.7)*!/r3em/F (g ∘ f) = 
 Fg ∘ Ff,

=== Contravariant Functor ===
=== Definition 1 ===
Let 𝐂 and 𝐃 be metacategories.


A contravariant functor F : 𝐂→𝐃 consists of:

* An object functor F_0 that assigns to each object X of 𝐂 an object FX of 𝐃.

* An arrow functor F_1 that assigns to each arrow f : X → Y of 𝐂 an arrow Ff : FY → FX of 𝐃.


These functors must satisfy, for any morphisms X  f ⟶ Y  g ⟶ Z in 𝐂:

:F (   )g ∘ f = F f ∘ F g
and:
:F (   )id_X = id_F X

where:
:id_W denotes the identity arrow on an object W
and:
:∘ is the composition of morphisms.

=== Definition 2 ===
Let 𝐂 and 𝐃 be metacategories.

A contravariant functor F : 𝐂→𝐃 is a covariant functor:
:F: 𝐂^op→𝐃
where 𝐂^op is the dual category of 𝐂."
Definition:Morphism Category,Arrow,"Let 𝐂 be a metacategory.


Its morphism category, denoted 𝐂^→, is defined as follows:

 


The morphisms of 𝐂^→ can be made more intuitive by the following diagram:

::<-2em,0em>*+f = ""f"",
<2em,0em>*+f' = ""f2"",

""f"";""f2"" **@- ?>*@> ?*!/_1em/( g_1, g_2 ) ,

<3em,0em>*:,

<7em,2em>*+A = ""A"",
<7em,-2em>*+B = ""B"",
<11em,2em>*+A' = ""A2"",
<11em,-2em>*+B' = ""B2"",

""A"";""B"" **@- ?>*@> ?*!/^1em/f,
""A"";""A2"" **@- ?>*@> ?*!/_1em/g_1,
""A2"";""B2"" **@- ?>*@> ?*!/_1em/f',
""B"";""B2"" **@- ?>*@> ?*!/^1em/g_2

The composition likewise benefits from a diagrammatic representation:

::<4em,5em>*( h_1, h_2 ) ∘( g_1, g_2 ) ,

<0em,2em>*+A = ""A"",
<0em,-2em>*+B = ""B"",
<4em,2em>*+A' = ""A2"",
<4em,-2em>*+B' = ""B2"",

""A"";""B"" **@- ?>*@> ?*!/^1em/f,
""A"";""A2"" **@- ?>*@> ?*!/_1em/g_1,
""A2"";""B2"" **@- ?>*@> ?*!/_1em/f',
""B"";""B2"" **@- ?>*@> ?*!/^1em/g_2,

<8em,2em>*+A = ""A3"",
<8em,-2em>*+B = ""B3"",

""A2"";""A3"" **@- ?>*@> ?*!/_1em/h_1,
""B2"";""B3"" **@- ?>*@> ?*!/^1em/h_2,
""A3"";""B3"" **@- ?>*@> ?*!/_1em/f,

<12em,5em>*=,
<10em,0em>;<14em,0em> **@  ?>*@2>,

<20em,5em>*+( h_1 ∘ g_1, h_2 ∘ g_2 ) ,

<16em,2em>*+A = ""AA"",
<16em,-2em>*+B = ""BB"",
<24em,2em>*+A = ""AA3"",
<24em,-2em>*+B = ""BB3"",

""AA"";""BB"" **@- ?>*@> ?*!/^1em/f,
""AA"";""AA3"" **@- ?>*@> ?*!/_1em/h_1 ∘ g_1,
""AA3"";""BB3"" **@- ?>*@> ?*!/_1em/f,
""BB"";""BB3"" **@- ?>*@> ?*!/^1em/h_2 ∘ g_2,"
Definition:Associative Operation,Associative,"Let S be a set.

Let ∘ : S × S → S be a binary operation.


Then ∘ is associative  if and only if :

:∀ x, y, z ∈ S: ( x ∘ y ) ∘ z = x ∘( y ∘ z )"
Definition:Power-Associative Operation,Associative,"Let ∘ be a binary operation.

Then ∘ is defined as being power-associative on S  if and only if :

:∀ x ∈ S: ( x ∘ x ) ∘ x = x ∘( x ∘ x )"
Definition:Semigroup,Associative,"Let ( S, ∘) be a magma.


Then ( S, ∘) is a semigroup  if and only if  ∘ is associative on S.


That is:

:A semigroup is an algebraic structure which is closed and whose operation is associative.


=== Semigroup Axioms ===

The properties that define a semigroup can be gathered together as follows:

 

=== Multiplicative Semigroup ===
Let ( S, ∘) be a semigroup whose operation is multiplication.


Then ( S, ∘) is a multiplicative semigroup.


It is implicit in this definition that the elements of S are numbers, or objects derived from numbers upon which the concept of multiplication is applicable.

=== Additive Semigroup ===
Let ( S, ∘) be a semigroup whose operation is addition.


Then ( S, ∘) is an additive semigroup.


It is implicit in this definition that the elements of S are numbers, or objects derived from numbers upon which the concept of addition is applicable."
Definition:Associative Algebra,Associative,"Let R be a commutative ring.

Let ( A_R, * ) be an algebra over R.


Then ( A_R, * ) is an associative algebra  if and only if  * is an associative operation.

That is:

:∀ a, b, c ∈ A_R: ( a * b ) * c = a * ( b * c )"
Definition:Atom (Logic),Atom,"In a particular branch of logic, certain concepts are at such a basic level of simplicity they can not be broken down into anything simpler.

Those concepts are called atoms or described as atomic.


Different branches of logic admit different atoms.


=== Propositional Logic ===
In propositional logic, the atoms are simple statements."
Definition:Atom of Measure,Atom,"Let ( X, x3a3, μ) be a measure space.


An element x ∈ X is said to be an atom (of μ)  if and only if :

:(1):   { x }∈x3a3
:(2):   μ(   ){ x } > 0

 "
Definition:Atom of Sigma-Algebra,Atom,"Let ( X, x3a3) be a measurable space.

Let E ∈x3a3 be non-empty.


E is said to be an atom (of x3a3)  if and only if  it satisfies:

:∀ F ∈x3a3: F ⊊ E  F = ∅


Thus, atoms are the minimal non-empty sets in x3a3 with respect to the subset ordering."
Definition:Atom of Lattice,Atom,"Let ( S, ∨, ∧, ≼) be a lattice.


An atom of ( S, ∨, ∧, ≼) is an element A ∈ S such that:
:∀ B ∈ S: B ≼ A, B  A  B =
:A
where  denotes the bottom of ( S, ∨, ∧, ≼)."
Definition:Atom (Physics),Atom,"An atom (in the context of physics and chemistry) is the smallest piece of matter that can exist of a particular type of substance.


Atoms can be subdivided into smaller particles, but then it ceases to be that substance.


=== Diameter ===
The diameter of an atom (considered approximately spherical) is between about 1 and 5 angstroms."
Definition:Auxiliary Equation,Auxiliary,"Let:
:(1):    y' ' + p y' + q y = 0
be a constant coefficient homogeneous linear second order ODE.


The auxiliary equation of (1) is the quadratic equation:
:m^2 + p m + q = 0"
Definition:Auxiliary Relation,Auxiliary,"Let L = ( S, ∨, ≼) be a bounded below join semilattice.

Let ℛ⊆ S × S be a relation on S.


Then ℛ is an auxiliary relation  if and only if  ℛ satisfies the auxiliary relation axioms:
 "
Definition:Auxiliary Circle,Auxiliary,"Let 𝒦 be a central conic, that is, an ellipse or a hyperbola.

The auxiliary circle of 𝒦 is the eccentric circle whose diameter coincides with the major axis of 𝒦.


=== Auxiliary Circle of Ellipse ===
Let E be an ellipse.

The auxiliary circle of E is the eccentric circle whose diameter coincides with the major axis of E:

:

In the above diagram, the auxiliary circle of E is the circle C.

=== Auxiliary Circle of Hyperbola ===
Let H be a hyperbola.

The auxiliary circle of H is the eccentric circle whose diameter coincides with the major axis of H:

:

In the above diagram, the auxiliary circle of H is the circle C."
Definition:Auxiliary Angle,Auxiliary,"Consider the expression:

:(1):    p sin x + q cos x

where x ∈ℝ.

Let (1) be expressed in the form:
:(2):    R cos(   )x + α

or:
:(3):    R sin(   )x + α


The angle α is known as the auxiliary angle of either (2) or (3) as appropriate."
Definition:Baire Space (Topology),Baire Space,"Let T = ( S, τ) be a topological space.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if  the union of any countable set of closed sets of T whose interiors are empty also has an empty interior.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if  the intersection of any countable set of open sets of T which are everywhere dense is everywhere dense.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if  the interior of the union of any countable set of closed sets of T which are nowhere dense is empty.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.


T is a Baire space  if and only if , whenever the union of any countable set of closed sets of T has an interior point, then one of those closed sets must have an interior point."
Definition:Baire Space (Set Theory),Baire Space,"The Baire space 𝐁 is defined as the set of all infinite sequences of natural numbers.

It can also be defined as the Cartesian product of a countably infinite number of copies of the set of natural numbers."
Definition:Bar Chart,Bar,"A bar chart is a form of graph which consists of a finite set of (usually) vertical bars whose length determines the statistic being communicated.


:"
Definition:Bar (Unit),Bar,"The bar is a CGS unit of pressure.


It is defined as being:

:The amount of pressure equal to exactly 100   000 pascals.


=== Conversion Factors ===
"
