,title,term,definition,pred
59,Definition:Concave Real Function,Concave,"Let f be a real function which is defined on a real interval I.

=== Definition 1 ===
Let f be a real function which is defined on a real interval I.


f is concave on I  if and only if :

:∀ x, y ∈ I: ∀α, β∈ℝ_>0, α + β = 1: f (   )α x + β y≥α f (   )x + β f (   )y


:

=== Strictly Concave ===
Let f be a real function which is defined on a real interval I.


f is strictly concave on I  if and only if :

:∀ x, y ∈ I, x  y: ∀α, β∈ℝ_>0, α + β = 1: f (α x + β y) > α f (x) + β f (y)


:


The geometric interpretation is that any point on the chord drawn on the graph of any strictly concave function always lies below the graph.

=== Definition 2 ===
Let f be a real function which is defined on a real interval I.


f is concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2< x_3: f (   )x_2 - f (   )x_1/x_2 - x_1≥f (   )x_3 - f (   )x_2/x_3 - x_2


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_2 P_3:


:


=== Strictly Concave ===
Let f be a real function which is defined on a real interval I.


f is strictly concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2 < x_3: f (x_2) - f (x_1)x_2 - x_1 > f (x_3) - f (x_2)x_3 - x_2


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_2 P_3:


:

=== Definition 3 ===
Let f be a real function which is defined on a real interval I.


f is concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2< x_3: f (   )x_2 - f (   )x_1x_2 - x_1≥f (   )x_3 - f (   )x_1x_3 - x_1


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_1 P_3:


:


=== Strictly Concave ===
Let f be a real function which is defined on a real interval I.


f is strictly concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2 < x_3: f (x_2) - f (x_1)x_2 - x_1 > f (x_3) - f (x_1)x_3 - x_1


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_1 P_3:


:",Definition:Concave Polyhedron
60,Definition:Separated Points,Separated,"Let ( S, τ) be a topological space.

Let x, y ∈ S such that both of the following hold:

:∃ U ∈τ: x ∈ U, y ∉ U
:∃ V ∈τ: y ∈ V, x ∉ V


Then x and y are separated points.",Definition:Points Separated by Neighborhoods/Neighborhoods
61,Definition:Separated Sets,Separated,"Let T = ( S, τ) be a topological space.

Let A, B ⊆ S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let A, B ⊆ S.


A and B are separated (in T)  if and only if :
:A^- ∩ B = A ∩ B^- = ∅
where:
:A^- denotes the closure of A in T
:∅ denotes the empty set.


A and B are said to be separated sets (of T).

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let A, B ⊆ S.


A and B are separated (in T)  if and only if  there exist U,V∈τ with:
:A ⊂ U and U ∩ B = ∅
:B ⊂ V and V ∩ A = ∅
where ∅ denotes the empty set.


A and B are said to be separated sets (of T).

Category:Definitions/Topology

A and B are said to be separated sets (of T).",Definition:Separated by Closed Neighborhoods
62,Definition:Separated by Neighborhoods,Separated,"Let T = ( S, τ) be a topological space.


=== Sets ===
Let T = ( S, τ) be a topological space.


=== Definition 1 ===

Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ N_A, N_B ⊆ S: ∃ U, V ∈τ: A ⊆ U ⊆ N_A, B ⊆ V ⊆ N_B: N_A ∩ N_B = ∅


That is, that A and B both have neighborhoods in T which are disjoint.


Then A and B are described as separated by neighborhoods.


Category:Definitions/Separated by Neighborhoods


=== Definition 2 ===
Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ U, V ∈τ: A ⊆ U, B ⊆ V: U ∩ V = ∅


That is, that A and B both have open neighborhoods in T which are disjoint.


Then A and B are described as separated by (open) neighborhoods.



Category:Definitions/Separated by Neighborhoods

=== Points ===
Let T = (S, τ) be a topological space.


=== Definition 1 ===

Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ∈ U ⊆ N_x, y ∈ V ⊆ N_y: N_x ∩ N_y = ∅


That is, that x and y both have neighborhoods in T which are disjoint.


Then x and y are described as separated by neighborhoods.


Thus two points are separated by neighborhoods x and y  if and only if  the two singleton sets { x } and { y } are separated by neighborhoods as sets.

Category:Definitions/Separated by Neighborhoods


=== Definition 2 ===
Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ U, V ∈τ: x ∈ U, y ∈ V: U ∩ V = ∅


That is, that x and y both have open neighborhoods in T which are disjoint.


Then x and y are described as separated by (open) neighborhoods.


Thus two points x and y are separated by neighborhoods  if and only if  the two singleton sets { x } and { y } are separated by open neighborhoods as sets.

Category:Definitions/Separated by Neighborhoods


Thus two points x and y are separated by neighborhoods  if and only if  the two singleton sets {x} and {y} are separated by neighborhoods as sets.",Definition:Hausdorff Space
63,Definition:Points Separated by Neighborhoods/Neighborhoods,Separated,"Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ∈ U ⊆ N_x, y ∈ V ⊆ N_y: N_x ∩ N_y = ∅


That is, that x and y both have neighborhoods in T which are disjoint.


Then x and y are described as separated by neighborhoods.


Thus two points are separated by neighborhoods x and y  if and only if  the two singleton sets { x } and { y } are separated by neighborhoods as sets.

Category:Definitions/Separated by Neighborhoods",Definition:Points Separated by Neighborhoods/Neighborhoods
64,Definition:Sets Separated by Neighborhoods/Neighborhoods,Separated,"Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ N_A, N_B ⊆ S: ∃ U, V ∈τ: A ⊆ U ⊆ N_A, B ⊆ V ⊆ N_B: N_A ∩ N_B = ∅


That is, that A and B both have neighborhoods in T which are disjoint.


Then A and B are described as separated by neighborhoods.


Category:Definitions/Separated by Neighborhoods",Definition:Separated Sets
65,Definition:Separated by Closed Neighborhoods,Separated,"Let T = ( S, τ) be a topological space.


=== Sets ===
Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ N_A, N_B ⊆ S: ∃ U, V ∈τ: A ⊆ U ⊆ N_A, B ⊆ V ⊆ N_B: N_A^- ∩ N_B^- = ∅
where N_A^- and N_B^- are the closures in T of N_A and N_B respectively.

That is, that A and B both have neighborhoods in T whose closures are disjoint.


Then A and B are described as separated by closed neighborhoods.


Category:Definitions/Separated by Closed Neighborhoods

=== Points ===
Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ⊆ U ⊆ N_x, y ⊆ V ⊆ N_y: N_x^- ∩ N_y^- = ∅

where N_x^- and N_y^- are the closures in T of N_x and N_y respectively.


That is, that x and y both have neighborhoods in T whose closures are disjoint.


Then x and y are described as separated by closed neighborhoods.


Thus two points are separated by closed neighborhoods x and y  if and only if  the two singleton sets { x } and { y } are separated (as sets) by closed neighborhoods.",Definition:Hausdorff Space
66,Definition:Separated by Closed Neighborhoods/Points,Separated,"Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ⊆ U ⊆ N_x, y ⊆ V ⊆ N_y: N_x^- ∩ N_y^- = ∅

where N_x^- and N_y^- are the closures in T of N_x and N_y respectively.


That is, that x and y both have neighborhoods in T whose closures are disjoint.


Then x and y are described as separated by closed neighborhoods.


Thus two points are separated by closed neighborhoods x and y  if and only if  the two singleton sets { x } and { y } are separated (as sets) by closed neighborhoods.",Definition:Sets Separated by Neighborhoods/Neighborhoods
67,Definition:Separated by Closed Neighborhoods/Sets,Separated,"Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ N_A, N_B ⊆ S: ∃ U, V ∈τ: A ⊆ U ⊆ N_A, B ⊆ V ⊆ N_B: N_A^- ∩ N_B^- = ∅
where N_A^- and N_B^- are the closures in T of N_A and N_B respectively.

That is, that A and B both have neighborhoods in T whose closures are disjoint.


Then A and B are described as separated by closed neighborhoods.


Category:Definitions/Separated by Closed Neighborhoods",Definition:Points Separated by Neighborhoods/Neighborhoods
68,Definition:Hausdorff Space,Separated,"Let T = ( S, τ) be a topological space.


=== Definition 1 ===

Let T = ( S, τ) be a topological space.


( S, τ) is a Hausdorff space or T_2 space  if and only if :
:∀ x, y ∈ S, x  y: ∃ U, V ∈τ: x ∈ U, y ∈ V: U ∩ V = ∅ 

That is:
:for any two distinct elements x, y ∈ S there exist disjoint open sets U, V ∈τ containing x and y respectively.


That is:
:( S, τ) is a T_2 space  if and only if  every two elements in S are separated by open sets.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


( S, τ) is a Hausdorff space or T_2 space  if and only if  each point of S is the intersection of all its closed neighborhoods.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.


( S, τ) is a Hausdorff space or T_2 space  if and only if :
:∀ x, y ∈ S, x  y: ∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ∈ U ⊆ N_x, y ∈ V ⊆ N_y: N_x ∩ N_y = ∅

That is:
:for any two distinct elements x, y ∈ S there exist disjoint neighborhoods N_x, N_y ⊆ S containing x and y respectively.


That is:
:( S, τ) is a T_2 space  if and only if  every two elements in S are separated by neighborhoods.",Definition:Separated Points
69,Definition:Inconsistent (Logic),Inconsistent,"Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.

=== Definition 1 ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.


A set ℱ of logical formulas is inconsistent for 𝒫  if and only if :

:For every logical formula ϕ, ℱ⊢_𝒫ϕ.

That is, every logical formula ϕ is a provable consequence of ℱ.

=== Definition 2 ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.


A set ℱ of logical formulas is inconsistent for 𝒫  if and only if :

:There exists a logical formula ϕ such that both
::ℱ⊢_𝒫( ϕϕ)",Definition:Inconsistent (Logic)
70,Definition:Consistent Simultaneous Equations/Inconsistent,Inconsistent,"A set of equations is described as inconsistent  if and only if  they are not consistent

That is, there exists no set of values for its variables such that all the equations are satisfied.",Definition:Inconsistent (Logic)
71,Definition:Discriminant of Polynomial,Discriminant," 


Let k be a field.

Let f (   )X ∈ k [ X ] be a polynomial of degree n.

Let k be an algebraic closure of k.

Let the roots of f in k be α_1, α_2, …, α_n.


Then the discriminant Δ(   )f of f is defined as:

:Δ(   )f := ∏_1 ≤ i  < j ≤ n( α_i - α_j )^2


=== Quadratic Equation ===

The concept is usually encountered in the context of a quadratic equation a x^2 + b x + c = 0:
Consider the quadratic equation:
:a x^2 + b x + c = 0

The expression b^2 - 4 a c is called the discriminant of the equation.

=== Cubic Equation ===

In the context of a cubic equation a x^3 + b x^2 + c x + d = 0:
 ",Definition:Discriminant Function
72,Definition:Discriminant of Bilinear Form,Discriminant,"Let 𝕂 be a field.

Let V be a vector space over 𝕂 of finite dimension n>0.

Let b : V× V →𝕂 be a bilinear form on V.

Let A be the matrix of b relative to an ordered basis of V.


If b is nondegenerate, its discriminant is the equivalence class of the determinant A in the quotient group 𝕂^×( 𝕂^×)^2.

If b is degenerate, its discriminant is 0.",Definition:Discriminant of Conic Section
73,Definition:Discriminant of Conic Section,Discriminant,"Let K be a conic section embedded in a Cartesian plane with the general equation:
:a x^2 + 2 h x y + b y^2 + 2 g x + 2 f y + c = 0
where a, b, c, f, g, h ∈ℝ.


The discriminant of K is defined as the determinant calculated as:
:Δ =  a     h     g 
 h     b     f 
 g     f     c",Definition:Discriminant of Bilinear Form
74,Definition:Discriminant Function,Discriminant,"A discriminant function is a function which assigns a given individual to one of a number of populations according to the data appertaining to that individual.

It is based on measurements on individuals for whom the population to which each one belongs is known.

It is chosen to minimize the probabilities or costs of misclassification.",Definition:Discriminant of Bilinear Form
75,Definition:Minor (Euclidean),Minor,"Let a, b ∈ℝ_>0 in the forms:
:a = ρ√(2)√(1 +  k √(1 + k^2))
:b = ρ√(2)√(1 -  k √(1 + k^2))

where:
:ρ is a rational number
:k is a rational number whose square root is irrational.


Then a - b is a minor.


 ",Definition:Ellipse/Minor Axis
76,Definition:Ellipse/Minor Axis,Minor,":

Consider an ellipse K whose foci are F_1 and F_2.


=== Definition 1 ===
:


Consider an ellipse K whose foci are F_1 and F_2.

The minor axis of K is the line segment through the center of K perpendicular to the major axis of K such that its endpoints are the points of intersection with K.


In the above diagram, C_1 C_2 is the minor axis of K.

=== Definition 2 ===
:


Consider an ellipse K whose foci are F_1 and F_2.

The minor axis of K is the diameter of K which has the smallest length.


In the above diagram, C_1 C_2 is the minor axis of K.

In the above diagram, C_1 C_2 is the minor axis of K.


=== Semi-Minor Axis ===
:

Consider an ellipse K.


A semi-minor axis of K is either half of the minor axis of K from its midpoint to its endpoint.


In the above diagram, O C_1 and O C_2 are the semi-minor axes of K.",Definition:Ellipse/Minor Axis
77,Definition:Ellipse/Minor Axis/Semi-Minor Axis,Minor,":

Consider an ellipse K.


A semi-minor axis of K is either half of the minor axis of K from its midpoint to its endpoint.


In the above diagram, O C_1 and O C_2 are the semi-minor axes of K.",Definition:Minor of Determinant
78,Definition:Categorical Syllogism/Premises/Minor Premise,Minor,"The minor premise of a categorical syllogism is conventionally stated second.

It is a categorical statement which expresses the logical relationship between the secondary term and the middle term of the syllogism.",Definition:Ellipse/Minor Axis
